rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length,train/loss,train/n_updates,train/learning_rate
-12.14,543,3008,1117018,0.01,2055,2904.62,,,0.012513726018369198,254254,0.0001
-12.06,543,3012,1120001,0.01,2060,2915.06,,,0.011636867187917233,255000,0.0001
-12.03,543,3016,1123321,0.01,2066,2928.43,,,0.007776585873216391,255830,0.0001
-12.15,543,3020,1125854,0.01,2071,2912.88,,,0.008571617305278778,256463,0.0001
-12.25,543,3024,1128535,0.01,2075,2898.05,,,0.005683363415300846,257133,0.0001
-12.4,543,3028,1131278,0.01,2080,2871.13,,,0.003373525571078062,257819,0.0001
-12.39,543,3032,1134119,0.01,2085,2876.49,,,0.00803398434072733,258529,0.0001
-12.39,543,3036,1136823,0.01,2090,2872.87,,,0.005761642940342426,259205,0.0001
-12.38,543,3040,1139501,0.01,2095,2872.33,,,0.01298718061298132,259875,0.0001
-12.36,543,3044,1142534,0.01,2100,2883.17,,,0.007099962327629328,260633,0.0001
-12.35,543,3048,1145653,0.01,2106,2884.88,,,0.009110424667596817,261413,0.0001
-12.39,543,3052,1148427,0.01,2111,2881.83,,,0.008269323967397213,262106,0.0001
-12.14,544,3056,1151462,0.01,2116,2896.96,,,0.006513064727187157,262865,0.0001
-12.18,544,3060,1154211,0.01,2121,2896.91,,,0.009378836490213871,263552,0.0001
-12.14,544,3064,1157064,0.01,2126,2894.75,,,0.017871500924229622,264265,0.0001
-12.3,544,3068,1159741,0.01,2131,2871.58,,,0.010601827874779701,264935,0.0001
-12.3,544,3072,1162361,0.01,2136,2857.22,,,0.007959815673530102,265590,0.0001
-12.17,544,3076,1165010,0.01,2140,2870.84,,,0.009366014041006565,266252,0.0001
-12.28,544,3080,1168109,0.01,2146,2878.43,,,0.00898444838821888,267027,0.0001
-12.23,544,3084,1171444,0.01,2152,2899.25,,,0.012548350729048252,267860,0.0001
-12.29,544,3088,1174769,0.01,2158,2910.92,,,0.025679420679807663,268692,0.0001
-12.36,544,3092,1177993,0.01,2164,2915.88,,,0.02417571283876896,269498,0.0001
-12.44,544,3096,1181260,0.01,2169,2924.57,,,0.004075194243341684,270314,0.0001
-12.32,544,3100,1184141,0.01,2175,2935.05,,,0.006629622541368008,271035,0.0001
-12.27,544,3104,1187221,0.01,2180,2944.43,,,0.008350838907063007,271805,0.0001
-12.22,544,3108,1190147,0.01,2185,2946.58,,,0.013638139702379704,272536,0.0001
-12.22,544,3112,1193114,0.01,2191,2946.16,,,0.006255268584936857,273278,0.0001
-12.28,544,3116,1196236,0.01,2196,2938.44,,,0.01950802095234394,274058,0.0001
-12.11,544,3120,1199203,0.01,2201,2955.74,,,0.010055294260382652,274800,0.0001
,,,1200000,0.01,,,-11.5,3268.05,0.005996337626129389,274999,0.0001
-12.03,539,3124,1202301,0.01,2228,2972.24,,,0.008199848234653473,275575,0.0001
-12.07,539,3128,1204945,0.01,2232,2968.17,,,0.015395039692521095,276236,0.0001
-12.05,539,3132,1207957,0.01,2238,2975.38,,,0.010685654357075691,276989,0.0001
-11.89,539,3136,1211283,0.01,2244,3000.57,,,0.008280210196971893,277820,0.0001
-11.7,539,3140,1214186,0.01,2249,3009.34,,,0.011573989875614643,278546,0.0001
-11.77,539,3144,1217124,0.01,2254,3005.77,,,0.005217655561864376,279280,0.0001
-11.81,539,3148,1220055,0.01,2259,2998.4,,,0.006539457011967897,280013,0.0001
-11.76,539,3152,1222891,0.01,2264,3001.02,,,0.012306793592870235,280722,0.0001
-11.89,540,3156,1225827,0.01,2270,2997.5,,,0.008879223838448524,281456,0.0001
-11.81,540,3160,1229196,0.01,2276,3022.02,,,0.006310153286904097,282298,0.0001
-11.81,540,3164,1232374,0.01,2281,3035.16,,,0.019974667578935623,283093,0.0001
-11.55,540,3168,1236068,0.01,2288,3076.18,,,0.008841635659337044,284016,0.0001
-11.32,540,3172,1239470,0.01,2295,3107.59,,,0.009967442601919174,284867,0.0001
-11.2,540,3176,1243010,0.01,2301,3142.56,,,0.01870502531528473,285752,0.0001
-10.99,540,3180,1246507,0.01,2308,3158.42,,,0.016810590401291847,286626,0.0001
-11.01,540,3184,1249336,0.01,2313,3138.0,,,0.011805705726146698,287333,0.0001
-11.02,540,3188,1252509,0.01,2319,3132.07,,,0.006952499970793724,288127,0.0001
-10.81,540,3192,1256166,0.01,2326,3149.66,,,0.02867836505174637,289041,0.0001
-10.81,540,3196,1259620,0.01,2332,3157.4,,,0.006010998971760273,289904,0.0001
-10.72,540,3200,1262854,0.01,2338,3171.62,,,0.03429809585213661,290713,0.0001
-10.77,540,3204,1266128,0.01,2344,3179.53,,,0.02037815749645233,291531,0.0001
-10.74,540,3208,1269413,0.01,2350,3194.2,,,0.004353187046945095,292353,0.0001
-10.59,540,3212,1272927,0.01,2356,3215.67,,,0.010958238504827023,293231,0.0001
-10.61,540,3216,1275869,0.01,2362,3208.43,,,0.009991854429244995,293967,0.0001
-10.54,540,3220,1279280,0.01,2368,3226.15,,,0.009955320507287979,294819,0.0001
-10.47,540,3224,1282512,0.01,2373,3232.05,,,0.016134588047862053,295627,0.0001
-10.33,540,3228,1285580,0.01,2379,3249.11,,,0.013156723231077194,296394,0.0001
-10.32,540,3232,1288758,0.01,2385,3255.44,,,0.009553046897053719,297189,0.0001
-10.42,540,3236,1292069,0.01,2390,3254.61,,,0.02406027913093567,298017,0.0001
-10.51,540,3240,1294993,0.01,2396,3255.73,,,0.007522982079535723,298748,0.0001
-10.4,540,3244,1298532,0.01,2402,3279.73,,,0.007845818065106869,299632,0.0001
,,,1300000,0.01,,,-8.85,3760.05,0.014285286888480186,299999,0.0001
-10.4,535,3248,1301940,0.01,2432,3298.67,,,0.009687423706054688,300484,0.0001
-10.42,535,3252,1304853,0.01,2437,3301.43,,,0.004644069354981184,301213,0.0001
-10.34,535,3256,1307904,0.01,2442,3305.59,,,0.008142147213220596,301975,0.0001
-10.29,535,3260,1311509,0.01,2449,3314.94,,,0.017908237874507904,302877,0.0001
-10.11,535,3264,1315266,0.01,2456,3338.06,,,0.011513917706906796,303816,0.0001
-10.24,535,3268,1318355,0.01,2461,3313.62,,,0.005281414836645126,304588,0.0001
-10.39,535,3272,1321523,0.01,2467,3303.93,,,0.0048183780163526535,305380,0.0001
-10.49,535,3276,1324652,0.01,2472,3287.93,,,0.005008043721318245,306162,0.0001
-10.51,535,3280,1328364,0.01,2479,3296.71,,,0.006884457543492317,307090,0.0001
-10.44,535,3284,1331792,0.01,2485,3320.71,,,0.026348045095801353,307947,0.0001
-10.4,535,3288,1335331,0.01,2491,3335.62,,,0.006947839166969061,308832,0.0001
-10.52,535,3292,1338604,0.01,2497,3320.03,,,0.03593043237924576,309650,0.0001
-10.55,535,3296,1341876,0.01,2503,3312.58,,,0.017836757004261017,310468,0.0001
-10.53,536,3300,1345125,0.01,2509,3312.91,,,0.02961011789739132,311281,0.0001
-10.48,536,3304,1348694,0.01,2515,3325.07,,,0.01798664964735508,312173,0.0001
-10.33,536,3308,1352381,0.01,2522,3340.95,,,0.009698258712887764,313095,0.0001
-10.34,536,3312,1356109,0.01,2528,3349.93,,,0.010174744762480259,314027,0.0001
-10.22,536,3316,1359562,0.01,2535,3370.42,,,0.008206312544643879,314890,0.0001
-10.25,536,3320,1363290,0.01,2541,3383.14,,,0.025485143065452576,315822,0.0001
-10.31,536,3324,1366455,0.01,2547,3380.02,,,0.03647240251302719,316613,0.0001
-10.21,536,3328,1370331,0.01,2554,3412.2,,,0.005323365330696106,317582,0.0001
-10.15,536,3332,1373569,0.01,2560,3414.91,,,0.022181402891874313,318392,0.0001
-9.81,536,3336,1377748,0.01,2567,3450.22,,,0.039123743772506714,319436,0.0001
-9.75,536,3340,1380825,0.01,2573,3456.36,,,0.006398279219865799,320206,0.0001
-9.72,536,3344,1384157,0.01,2578,3447.95,,,0.007950651459395885,321039,0.0001
-9.64,536,3348,1387423,0.01,2584,3442.41,,,0.019320927560329437,321855,0.0001
-9.57,536,3352,1390494,0.01,2590,3448.92,,,0.008535775355994701,322623,0.0001
-9.63,536,3356,1393988,0.01,2596,3466.76,,,0.00964520126581192,323496,0.0001
-9.73,536,3360,1396931,0.01,2601,3440.49,,,0.011237910017371178,324232,0.0001
,,,1400000,0.01,,,-10.2,3435.3,0.007071946747601032,324999,0.0001
-9.79,532,3364,1401407,0.01,2631,3469.04,,,0.007380683906376362,325351,0.0001
-9.66,532,3368,1405460,0.01,2638,3508.0,,,0.012574362568557262,326364,0.0001
-9.68,532,3372,1408834,0.01,2644,3516.62,,,0.01429837942123413,327208,0.0001
-9.52,532,3376,1412655,0.01,2651,3544.32,,,0.018208077177405357,328163,0.0001
-9.41,532,3380,1416782,0.01,2658,3560.37,,,0.010454754345119,329195,0.0001
-9.29,532,3384,1421027,0.01,2666,3592.81,,,0.004314799793064594,330256,0.0001
-9.34,533,3388,1424656,0.01,2672,3596.26,,,0.0039652250707149506,331163,0.0001
-9.42,533,3392,1428025,0.01,2678,3600.0,,,0.020105872303247452,332006,0.0001
-9.42,533,3396,1431542,0.01,2684,3609.9,,,0.021579211577773094,332885,0.0001
-9.47,533,3400,1434818,0.01,2690,3611.12,,,0.019368760287761688,333704,0.0001
-9.36,533,3404,1438484,0.01,2697,3614.75,,,0.009786739945411682,334620,0.0001
-9.32,533,3408,1442154,0.01,2703,3613.94,,,0.008719213306903839,335538,0.0001
-9.37,533,3412,1446095,0.01,2710,3622.2,,,0.00444799056276679,336523,0.0001
-9.45,533,3416,1449789,0.01,2717,3631.67,,,0.0030143591575324535,337447,0.0001
-9.41,533,3420,1453473,0.01,2723,3629.58,,,0.011987169273197651,338368,0.0001
-9.37,533,3424,1456853,0.01,2729,3638.47,,,0.02652159333229065,339213,0.0001
-9.5,533,3428,1459874,0.01,2735,3604.57,,,0.008031833916902542,339968,0.0001
-9.43,533,3432,1464096,0.01,2742,3643.64,,,0.006269334815442562,341023,0.0001
-9.71,533,3436,1467487,0.01,2748,3611.56,,,0.003653160762041807,341871,0.0001
-9.67,533,3440,1471358,0.01,2755,3643.29,,,0.03996267914772034,342839,0.0001
-9.51,533,3444,1475342,0.01,2762,3669.26,,,0.01809621974825859,343835,0.0001
-9.47,534,3448,1478962,0.01,2769,3683.27,,,0.00409323675557971,344740,0.0001
-9.56,534,3452,1482149,0.01,2774,3687.95,,,0.011341970413923264,345537,0.0001
-9.42,534,3456,1486081,0.01,2781,3705.48,,,0.019869687035679817,346520,0.0001
-9.32,534,3460,1489678,0.01,2788,3731.55,,,0.0479060560464859,347419,0.0001
-9.39,534,3464,1493207,0.01,2794,3693.72,,,0.04351850599050522,348301,0.0001
-9.52,534,3468,1496668,0.01,2800,3669.76,,,0.015159265138208866,349166,0.0001
,,,1500000,0.01,,,-8.55,4147.9,0.005482440814375877,349999,0.0001
-9.39,529,3472,1500532,0.01,2833,3688.95,,,0.0118369460105896,350132,0.0001
-9.23,529,3476,1504426,0.01,2840,3691.58,,,0.003750242991372943,351106,0.0001
-9.45,529,3480,1507734,0.01,2846,3658.85,,,0.01025199145078659,351933,0.0001
-9.62,529,3484,1511257,0.01,2852,3630.12,,,0.010552381165325642,352814,0.0001
-9.45,529,3488,1515237,0.01,2859,3644.17,,,0.009607795625925064,353809,0.0001
-9.29,529,3492,1519259,0.01,2867,3670.64,,,0.006773235276341438,354814,0.0001
-9.19,529,3496,1523238,0.01,2874,3688.93,,,0.009471332654356956,355809,0.0001
-9.2,530,3500,1526925,0.01,2880,3705.22,,,0.018655583262443542,356731,0.0001
-9.29,530,3504,1530447,0.01,2887,3699.71,,,0.012339446693658829,357611,0.0001
-9.23,530,3508,1534829,0.01,2894,3728.17,,,0.00901273638010025,358707,0.0001
-9.24,530,3512,1538777,0.01,2901,3728.33,,,0.004188759718090296,359694,0.0001
-8.99,530,3516,1543094,0.01,2909,3753.31,,,0.006535273976624012,360773,0.0001
-9.13,530,3520,1546324,0.01,2915,3735.35,,,0.00524256844073534,361580,0.0001
-8.99,530,3524,1550569,0.01,2923,3769.77,,,0.012377100065350533,362642,0.0001
-8.99,530,3528,1554256,0.01,2929,3796.32,,,0.011915596202015877,363563,0.0001
-8.93,530,3532,1558394,0.01,2936,3793.12,,,0.029529571533203125,364598,0.0001
-8.81,530,3536,1562414,0.01,2944,3818.33,,,0.008148607797920704,365603,0.0001
-8.83,530,3540,1566322,0.01,2950,3819.57,,,0.014861790463328362,366580,0.0001
-8.98,530,3544,1570094,0.01,2957,3811.7,,,0.02744055539369583,367523,0.0001
-8.99,530,3548,1574218,0.01,2965,3831.84,,,0.00444039748981595,368554,0.0001
-8.75,530,3552,1578375,0.01,2972,3870.32,,,0.005704114213585854,369593,0.0001
-8.8,531,3556,1582366,0.01,2979,3872.79,,,0.005609266459941864,370591,0.0001
-8.79,531,3560,1586144,0.01,2986,3880.05,,,0.009295000694692135,371535,0.0001
-8.78,531,3564,1589840,0.01,2993,3886.65,,,0.004054301884025335,372459,0.0001
-8.71,531,3568,1593493,0.01,2999,3894.29,,,0.012161025777459145,373373,0.0001
-8.7,531,3572,1597405,0.01,3006,3896.5,,,0.004161104094237089,374351,0.0001
,,,1600000,0.01,,,-4.9,4545.8,0.006430754903703928,374999,0.0001
-8.76,526,3576,1601493,0.01,3042,3904.41,,,0.0047507197596132755,375373,0.0001
-8.6,526,3580,1605605,0.01,3049,3936.61,,,0.009966601617634296,376401,0.0001
-8.58,526,3584,1609149,0.01,3056,3937.5,,,0.013728516176342964,377287,0.0001
-8.62,526,3588,1613326,0.01,3063,3945.07,,,0.006138858385384083,378331,0.0001
-8.7,526,3592,1617308,0.01,3070,3943.67,,,0.009722656570374966,379326,0.0001
-8.8,526,3596,1621303,0.01,3077,3944.61,,,0.004534568637609482,380325,0.0001
-8.79,526,3600,1624931,0.01,3084,3942.33,,,0.00610001478344202,381232,0.0001
-8.62,526,3604,1629063,0.01,3091,3966.46,,,0.013035536743700504,382265,0.0001
-8.89,527,3608,1632966,0.01,3098,3947.3,,,0.004074138589203358,383241,0.0001
-8.86,527,3612,1636531,0.01,3104,3932.09,,,0.019438225775957108,384132,0.0001
-9.1,527,3616,1640051,0.01,3111,3900.21,,,0.007852649316191673,385012,0.0001
-9.02,527,3620,1643703,0.01,3117,3917.21,,,0.0029970265459269285,385925,0.0001
-8.96,527,3624,1647948,0.01,3125,3917.27,,,0.023027453571558,386986,0.0001
-8.93,527,3628,1651489,0.01,3131,3911.26,,,0.024557922035455704,387872,0.0001
-8.93,527,3632,1655448,0.01,3138,3903.85,,,0.007045512553304434,388861,0.0001
-8.82,527,3636,1659950,0.01,3146,3923.33,,,0.0041198330000042915,389987,0.0001
-8.67,527,3640,1663799,0.01,3153,3920.92,,,0.007799243554472923,390949,0.0001
-8.59,527,3644,1667918,0.01,3160,3934.54,,,0.009199435822665691,391979,0.0001
-8.66,527,3648,1671673,0.01,3167,3919.78,,,0.008452494628727436,392918,0.0001
-8.56,527,3652,1676618,0.01,3176,3951.69,,,0.0039263698272407055,394154,0.0001
-8.57,527,3656,1680578,0.01,3183,3950.15,,,0.0060643404722213745,395144,0.0001
-8.51,528,3660,1684590,0.01,3190,3959.48,,,0.008101772516965866,396147,0.0001
-8.51,528,3664,1688642,0.01,3197,3973.61,,,0.006318862549960613,397160,0.0001
-8.29,528,3668,1693017,0.01,3205,4002.39,,,0.014414198696613312,398254,0.0001
-8.19,528,3672,1697608,0.01,3213,4029.29,,,0.012662297114729881,399401,0.0001
,,,1700000,0.01,,,-6.05,4039.9,0.009689729660749435,399999,0.0001
-8.31,524,3676,1702101,0.01,3246,4045.14,,,0.01880335621535778,400525,0.0001
-8.2,524,3680,1706245,0.01,3253,4046.52,,,0.028923725709319115,401561,0.0001
-8.01,524,3684,1710544,0.01,3261,4076.82,,,0.00963582843542099,402635,0.0001
-8.16,524,3688,1713732,0.01,3267,4037.31,,,0.011867676861584187,403432,0.0001
-8.17,524,3692,1717650,0.01,3274,4034.32,,,0.01274904329329729,404412,0.0001
-8.18,524,3696,1721571,0.01,3281,4031.3,,,0.006983173079788685,405392,0.0001
-8.21,524,3700,1725044,0.01,3287,4025.19,,,0.01110599935054779,406260,0.0001
-8.2,524,3704,1729189,0.01,3294,4025.75,,,0.005740769673138857,407297,0.0001
-8.22,524,3708,1732878,0.01,3301,4017.19,,,0.004393207374960184,408219,0.0001
-8.24,524,3712,1736465,0.01,3307,4018.11,,,0.005310884211212397,409116,0.0001
-8.11,525,3716,1740875,0.01,3315,4053.37,,,0.03313880413770676,410218,0.0001
-7.96,525,3720,1745148,0.01,3323,4077.97,,,0.004773365333676338,411286,0.0001
-7.93,525,3724,1749773,0.01,3331,4092.96,,,0.013770852237939835,412443,0.0001
-7.58,525,3728,1753784,0.01,3338,4111.7,,,0.009679531678557396,413445,0.0001
-7.48,525,3732,1757889,0.01,3346,4117.79,,,0.0043704514391720295,414472,0.0001
-7.55,525,3736,1761664,0.01,3352,4088.36,,,0.02245750091969967,415415,0.0001
-7.59,525,3740,1766075,0.01,3360,4111.18,,,0.015662766993045807,416518,0.0001
-7.85,525,3744,1769530,0.01,3366,4084.54,,,0.006633690558373928,417382,0.0001
-7.81,525,3748,1773101,0.01,3373,4077.02,,,0.01843138039112091,418275,0.0001
-7.96,525,3752,1776862,0.01,3379,4029.52,,,0.006383580155670643,419215,0.0001
-7.77,525,3756,1781266,0.01,3387,4047.38,,,0.008967428468167782,420316,0.0001
-7.87,525,3760,1784588,0.01,3393,4019.61,,,0.007116334512829781,421146,0.0001
-7.9,525,3764,1788523,0.01,3400,4015.02,,,0.004608524031937122,422130,0.0001
-8.0,525,3768,1793043,0.01,3408,4020.85,,,0.007653478533029556,423260,0.0001
-7.91,526,3772,1797439,0.01,3416,4013.23,,,0.015626011416316032,424359,0.0001
,,,1800000,0.01,,,-3.8,4814.45,0.008883081376552582,424999,0.0001
-7.77,521,3776,1802097,0.01,3455,4020.59,,,0.003606711979955435,425524,0.0001
-7.83,521,3780,1806772,0.01,3463,4042.02,,,0.023257184773683548,426692,0.0001
-7.86,521,3784,1811172,0.01,3471,4045.86,,,0.006649086717516184,427792,0.0001
-7.79,521,3788,1815345,0.01,3479,4085.55,,,0.010935518890619278,428836,0.0001
-7.55,521,3792,1820350,0.01,3488,4129.18,,,0.006080465391278267,430087,0.0001
-7.34,521,3796,1824928,0.01,3496,4155.56,,,0.008303982205688953,431231,0.0001
-7.14,522,3800,1829740,0.01,3504,4208.98,,,0.009571739472448826,432434,0.0001
-7.24,522,3804,1834185,0.01,3512,4220.93,,,0.008148770779371262,433546,0.0001
-7.03,522,3808,1838149,0.01,3519,4231.91,,,0.04517760127782822,434537,0.0001
-6.93,522,3812,1842243,0.01,3526,4252.12,,,0.006470310036092997,435560,0.0001
-6.88,522,3816,1846563,0.01,3534,4248.73,,,0.008752462454140186,436640,0.0001
-6.96,522,3820,1850536,0.01,3541,4236.85,,,0.010755178518593311,437633,0.0001
-6.8,522,3824,1854972,0.01,3549,4229.39,,,0.008921387605369091,438742,0.0001
-7.07,522,3828,1858789,0.01,3556,4221.78,,,0.026260459795594215,439697,0.0001
-7.02,522,3832,1863762,0.01,3565,4256.33,,,0.006610476411879063,440940,0.0001
-7.22,522,3836,1867496,0.01,3571,4255.03,,,0.010059702210128307,441873,0.0001
-7.27,522,3840,1871157,0.01,3578,4224.72,,,0.013104800134897232,442789,0.0001
-7.0,523,3844,1875662,0.01,3586,4266.81,,,0.003364359959959984,443915,0.0001
-6.85,523,3848,1879893,0.01,3593,4293.43,,,0.01814126968383789,444973,0.0001
-6.79,523,3852,1884113,0.01,3601,4312.0,,,0.006066293455660343,446028,0.0001
-6.8,523,3856,1888590,0.01,3609,4314.74,,,0.022852417081594467,447147,0.0001
-6.53,523,3860,1893170,0.01,3617,4365.27,,,0.006327223964035511,448292,0.0001
-6.39,523,3864,1897516,0.01,3625,4381.37,,,0.006946825888007879,449378,0.0001
,,,1900000,0.01,,,-6.55,4213.75,0.04142769053578377,449999,0.0001
-6.49,519,3868,1901705,0.01,3659,4368.17,,,0.014272087253630161,450426,0.0001
-6.5,519,3872,1906614,0.01,3668,4388.85,,,0.00407490786164999,451653,0.0001
-6.59,519,3876,1910923,0.01,3675,4374.54,,,0.004267135169357061,452730,0.0001
-6.55,519,3880,1915142,0.01,3683,4355.96,,,0.016513844951987267,453785,0.0001
-6.64,520,3884,1918794,0.01,3689,4326.21,,,0.002577701350674033,454698,0.0001
-6.6,520,3888,1922551,0.01,3696,4309.31,,,0.007847831584513187,455637,0.0001
-6.68,520,3892,1926532,0.01,3703,4268.38,,,0.010132993571460247,456632,0.0001
-6.69,520,3896,1930491,0.01,3710,4243.43,,,0.0029495111666619778,457622,0.0001
-6.75,520,3900,1934397,0.01,3717,4207.1,,,0.03713582083582878,458599,0.0001
-6.77,520,3904,1938631,0.01,3725,4198.54,,,0.017685284838080406,459657,0.0001
-6.78,520,3908,1943013,0.01,3733,4215.33,,,0.013638925738632679,460753,0.0001
-6.8,520,3912,1946616,0.01,3739,4196.05,,,0.010565362870693207,461653,0.0001
-6.84,520,3916,1950304,0.01,3745,4170.5,,,0.0050484538078308105,462575,0.0001
-6.68,520,3920,1954675,0.01,3753,4186.31,,,0.018135275691747665,463668,0.0001
-6.84,520,3924,1958891,0.01,3761,4177.68,,,0.0033762259408831596,464722,0.0001
-6.71,520,3928,1963165,0.01,3768,4195.84,,,0.007085542194545269,465791,0.0001
-6.86,520,3932,1967360,0.01,3776,4164.68,,,0.004046912770718336,466839,0.0001
-6.68,521,3936,1971471,0.01,3783,4179.93,,,0.011526709422469139,467867,0.0001
-6.63,521,3940,1975235,0.01,3790,4184.32,,,0.00957734975963831,468808,0.0001
-6.69,521,3944,1979293,0.01,3797,4166.56,,,0.0028130407445132732,469823,0.0001
-6.44,521,3948,1984392,0.01,3806,4200.89,,,0.007221098989248276,471097,0.0001
-6.39,521,3952,1988933,0.01,3814,4213.7,,,0.006527029909193516,472233,0.0001
-6.44,521,3956,1993102,0.01,3822,4201.57,,,0.004230491351336241,473275,0.0001
-6.56,521,3960,1997534,0.01,3830,4195.82,,,0.0020644296891987324,474383,0.0001
,,,2000000,0.01,,,-4.65,4975.55,0.0038267469499260187,474999,0.0001
