rollout/exploration_rate,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,eval/mean_reward,eval/mean_ep_length,train/n_updates,train/learning_rate,train/loss
0.01,1041.99,282076,642,-20.58,438,1284,,,45518,0.0001,0.008033345453441143
0.01,1043.91,283118,642,-20.57,440,1288,,,45779,0.0001,0.007902187295258045
0.01,1037.63,284168,642,-20.55,442,1292,,,46041,0.0001,0.009152702055871487
0.01,1042.63,285199,641,-20.56,444,1296,,,46299,0.0001,0.00740696070715785
0.01,1047.4,286293,641,-20.54,446,1300,,,46573,0.0001,0.006407414563000202
0.01,1060.29,287573,640,-20.51,448,1304,,,46893,0.0001,0.0053116269409656525
0.01,1064.72,288744,640,-20.53,450,1308,,,47185,0.0001,0.00919083971530199
0.01,1069.14,289936,640,-20.54,452,1312,,,47483,0.0001,0.004469568375498056
0.01,1077.29,291113,639,-20.52,455,1316,,,47778,0.0001,0.01191543135792017
0.01,1090.14,292348,639,-20.47,457,1320,,,48086,0.0001,0.0044089737348258495
0.01,1099.32,293507,638,-20.49,459,1324,,,48376,0.0001,0.004105416126549244
0.01,1097.96,294530,638,-20.48,461,1328,,,48632,0.0001,0.013319067656993866
0.01,1104.19,295670,638,-20.47,463,1332,,,48917,0.0001,0.00962003506720066
0.01,1118.37,296958,637,-20.45,465,1336,,,49239,0.0001,0.010322730988264084
0.01,1126.86,298160,637,-20.45,467,1340,,,49539,0.0001,0.011093604378402233
0.01,1128.99,299155,637,-20.44,469,1344,,,49788,0.0001,0.012235674075782299
0.01,,300000,,,,,-19.5,1376.2,49999,0.0001,0.009390265680849552
0.01,1138.05,300420,625,-20.42,480,1348,,,50104,0.0001,0.005779363214969635
0.01,1141.3,301566,624,-20.41,482,1352,,,50391,0.0001,0.008385198190808296
0.01,1147.38,302750,624,-20.35,484,1356,,,50687,0.0001,0.010165983811020851
0.01,1147.99,303920,624,-20.35,486,1360,,,50979,0.0001,0.0066294255666434765
0.01,1164.65,305253,624,-20.32,489,1364,,,51313,0.0001,0.02393805980682373
0.01,1171.11,306475,623,-20.3,491,1368,,,51618,0.0001,0.02305077761411667
0.01,1184.81,307777,623,-20.25,493,1372,,,51944,0.0001,0.0031463168561458588
0.01,1186.38,308888,623,-20.23,495,1376,,,52221,0.0001,0.019771555438637733
0.01,1190.83,310184,622,-20.21,497,1380,,,52545,0.0001,0.006150524597615004
0.01,1186.36,311220,622,-20.22,499,1384,,,52804,0.0001,0.006704410072416067
0.01,1190.35,312352,622,-20.23,501,1388,,,53087,0.0001,0.009721647948026657
0.01,1196.3,313554,622,-20.23,504,1392,,,53388,0.0001,0.03167872875928879
0.01,1201.76,314729,621,-20.23,506,1396,,,53682,0.0001,0.007525624707341194
0.01,1210.13,316038,621,-20.22,508,1400,,,54009,0.0001,0.01121750008314848
0.01,1199.88,317055,621,-20.25,510,1404,,,54263,0.0001,0.011101428419351578
0.01,1203.57,318323,621,-20.22,512,1408,,,54580,0.0001,0.030014369636774063
0.01,1206.69,319585,620,-20.23,514,1412,,,54896,0.0001,0.015725979581475258
0.01,1209.26,320832,620,-20.19,517,1416,,,55207,0.0001,0.005511150229722261
0.01,1217.74,322285,620,-20.17,519,1420,,,55571,0.0001,0.006059679202735424
0.01,1228.53,323718,619,-20.15,522,1424,,,55929,0.0001,0.012122313492000103
0.01,1238.19,324984,619,-20.13,524,1428,,,56245,0.0001,0.019308889284729958
0.01,1241.3,326192,619,-20.13,526,1432,,,56547,0.0001,0.007984204217791557
0.01,1235.36,327332,618,-20.14,528,1436,,,56832,0.0001,0.0055368682369589806
0.01,1235.95,328555,618,-20.16,531,1440,,,57138,0.0001,0.0043481942266225815
0.01,1242.77,329720,618,-20.17,533,1444,,,57429,0.0001,0.023762185126543045
0.01,1242.29,330967,618,-20.18,535,1448,,,57741,0.0001,0.00807075947523117
0.01,1247.24,332236,617,-20.19,537,1452,,,58058,0.0001,0.008511466905474663
0.01,1247.97,333426,617,-20.21,539,1456,,,58356,0.0001,0.010464785620570183
0.01,1249.39,334630,617,-20.26,541,1460,,,58657,0.0001,0.005976779852062464
0.01,1256.17,336137,617,-20.26,544,1464,,,59034,0.0001,0.00894482247531414
0.01,1262.31,337507,616,-20.27,547,1468,,,59376,0.0001,0.017689229920506477
0.01,1264.44,338856,616,-20.31,549,1472,,,59713,0.0001,0.0120411217212677
0.01,1277.03,340282,616,-20.31,552,1476,,,60070,0.0001,0.003688280703499913
0.01,1281.39,341673,616,-20.31,554,1480,,,60418,0.0001,0.006610587704926729
0.01,1291.16,342948,615,-20.32,556,1484,,,60736,0.0001,0.014907299540936947
0.01,1306.3,344462,615,-20.31,559,1488,,,61115,0.0001,0.018109409138560295
0.01,1308.61,345721,615,-20.32,561,1492,,,61430,0.0001,0.004995665978640318
0.01,1320.53,347185,614,-20.3,564,1496,,,61796,0.0001,0.009867314249277115
0.01,1325.02,348605,614,-20.29,567,1500,,,62151,0.0001,0.022689035162329674
0.01,1342.4,350051,614,-20.24,569,1504,,,62512,0.0001,0.005633732303977013
0.01,1345.02,351378,614,-20.23,572,1508,,,62844,0.0001,0.006182086654007435
0.01,1355.82,352906,613,-20.16,574,1512,,,63226,0.0001,0.015704160556197166
0.01,1366.92,354434,613,-20.2,577,1516,,,63608,0.0001,0.005492560565471649
0.01,1361.73,355756,613,-20.25,580,1520,,,63938,0.0001,0.01400507241487503
0.01,1364.66,357262,613,-20.17,582,1524,,,64315,0.0001,0.009590589441359043
0.01,1377.15,358832,612,-20.19,585,1528,,,64707,0.0001,0.006142929196357727
0.01,1382.4,360182,612,-20.17,587,1532,,,65045,0.0001,0.009204404428601265
0.01,1403.27,361850,612,-20.13,590,1536,,,65462,0.0001,0.007111642509698868
0.01,1424.0,363585,612,-20.12,594,1540,,,65896,0.0001,0.007862171158194542
0.01,1430.66,364916,611,-20.13,596,1544,,,66228,0.0001,0.0077797966077923775
0.01,1436.9,366318,611,-20.15,598,1548,,,66579,0.0001,0.009373768232762814
0.01,1449.06,367883,611,-20.06,601,1552,,,66970,0.0001,0.0109642893075943
0.01,1461.57,369394,611,-20.06,604,1556,,,67348,0.0001,0.007866592146456242
0.01,1475.26,370939,610,-19.99,607,1560,,,67734,0.0001,0.014141522347927094
0.01,1475.93,372460,610,-19.98,609,1564,,,68114,0.0001,0.006073669530451298
0.01,1473.23,373754,610,-19.99,612,1568,,,68438,0.0001,0.007030609995126724
0.01,1480.3,375287,610,-19.94,615,1572,,,68821,0.0001,0.00892680510878563
0.01,1483.92,376802,609,-19.95,617,1576,,,69200,0.0001,0.011281611397862434
0.01,1484.78,378221,609,-19.97,620,1580,,,69555,0.0001,0.010408219881355762
0.01,1490.64,379640,609,-19.95,623,1584,,,69909,0.0001,0.013936126604676247
0.01,1497.67,381334,609,-19.94,626,1588,,,70333,0.0001,0.011035939678549767
0.01,1512.71,382959,608,-19.92,629,1592,,,70739,0.0001,0.004003988578915596
0.01,1522.24,384662,608,-19.85,632,1596,,,71165,0.0001,0.024098029360175133
0.01,1521.33,386055,608,-19.86,634,1600,,,71513,0.0001,0.006420381832867861
0.01,1527.14,387654,608,-19.86,637,1604,,,71913,0.0001,0.006915611680597067
0.01,1541.92,389349,607,-19.86,640,1608,,,72337,0.0001,0.010795852169394493
0.01,1540.35,390855,607,-19.92,643,1612,,,72713,0.0001,0.010831551626324654
0.01,1538.91,392349,607,-19.92,645,1616,,,73087,0.0001,0.01376759447157383
0.01,1551.41,393974,607,-19.89,648,1620,,,73493,0.0001,0.012613165192306042
0.01,1554.1,395539,606,-19.94,651,1624,,,73884,0.0001,0.007924995385110378
0.01,1559.48,397246,606,-19.88,654,1628,,,74311,0.0001,0.017149213701486588
0.01,1573.53,398941,606,-19.87,657,1632,,,74735,0.0001,0.006475181318819523
0.01,,400000,,,,,-19.6,1671.5,74999,0.0001,0.004529321566224098
0.01,1568.37,400477,596,-19.9,671,1636,,,75119,0.0001,0.017657442018389702
0.01,1564.14,402119,596,-19.86,674,1640,,,75529,0.0001,0.0033104124013334513
0.01,1574.66,403709,596,-19.78,676,1644,,,75927,0.0001,0.015860721468925476
0.01,1577.54,405178,596,-19.77,679,1648,,,76294,0.0001,0.005787975154817104
0.01,1577.67,406753,596,-19.83,682,1652,,,76688,0.0001,0.003773192409425974
0.01,1578.85,408281,595,-19.84,685,1656,,,77070,0.0001,0.00896940752863884
0.01,1581.98,409904,595,-19.86,688,1660,,,77475,0.0001,0.004518641158938408
0.01,1586.11,411524,595,-19.85,690,1664,,,77880,0.0001,0.00940018706023693
0.01,1602.51,413229,595,-19.82,693,1668,,,78307,0.0001,0.006360592320561409
0.01,1608.37,414905,595,-19.87,696,1672,,,78726,0.0001,0.011287146247923374
0.01,1616.03,416617,595,-19.83,699,1676,,,79154,0.0001,0.005907861515879631
0.01,1622.13,418193,595,-19.81,702,1680,,,79548,0.0001,0.005712158977985382
0.01,1634.44,419929,594,-19.8,705,1684,,,79982,0.0001,0.005429283250123262
0.01,1639.07,421731,594,-19.78,709,1688,,,80432,0.0001,0.00466320663690567
0.01,1643.45,423470,594,-19.77,712,1692,,,80867,0.0001,0.012959260493516922
0.01,1643.96,425182,594,-19.8,715,1696,,,81295,0.0001,0.0073552485555410385
0.01,1661.76,427023,594,-19.74,718,1700,,,81755,0.0001,0.006663847714662552
0.01,1664.05,428678,594,-19.74,721,1704,,,82169,0.0001,0.008117260411381721
0.01,1662.06,430332,593,-19.76,724,1708,,,82582,0.0001,0.00788556132465601
0.01,1672.89,432108,593,-19.73,727,1712,,,83026,0.0001,0.005001997109502554
0.01,1684.12,433873,593,-19.73,730,1716,,,83468,0.0001,0.008762088604271412
0.01,1682.44,435464,593,-19.74,733,1720,,,83865,0.0001,0.017579378560185432
0.01,1682.44,437034,593,-19.75,736,1724,,,84258,0.0001,0.007206502370536327
0.01,1682.29,438740,593,-19.8,739,1728,,,84684,0.0001,0.005543298088014126
0.01,1686.03,440528,592,-19.81,742,1732,,,85131,0.0001,0.007918423041701317
0.01,1693.15,442243,592,-19.73,746,1736,,,85560,0.0001,0.013868631795048714
0.01,1694.7,443913,592,-19.75,749,1740,,,85978,0.0001,0.007880309596657753
0.01,1699.83,445640,592,-19.76,752,1744,,,86409,0.0001,0.01076845359057188
0.01,1712.25,447419,592,-19.72,755,1748,,,86854,0.0001,0.006014582701027393
0.01,1725.25,449325,592,-19.68,758,1752,,,87331,0.0001,0.009761631488800049
0.01,1738.56,451188,592,-19.67,762,1756,,,87796,0.0001,0.007302887737751007
0.01,1745.7,452993,591,-19.65,765,1760,,,88248,0.0001,0.01175802480429411
0.01,1753.12,454801,591,-19.66,768,1764,,,88700,0.0001,0.008963439613580704
0.01,1753.19,456520,591,-19.68,771,1768,,,89129,0.0001,0.010008066892623901
0.01,1770.55,458630,591,-19.6,775,1772,,,89657,0.0001,0.004712848458439112
0.01,1781.71,460612,591,-19.56,778,1776,,,90152,0.0001,0.006954865530133247
0.01,1789.6,462387,591,-19.57,782,1780,,,90596,0.0001,0.007940495386719704
0.01,1789.14,464107,591,-19.55,785,1784,,,91026,0.0001,0.015781257301568985
0.01,1798.9,466150,590,-19.54,788,1788,,,91537,0.0001,0.00515349255874753
0.01,1807.42,468104,590,-19.55,792,1792,,,92025,0.0001,0.015035320073366165
0.01,1818.84,470114,590,-19.54,796,1796,,,92528,0.0001,0.009552028961479664
0.01,1832.79,472301,590,-19.52,799,1800,,,93075,0.0001,0.019188683480024338
0.01,1840.97,474171,590,-19.52,803,1804,,,93542,0.0001,0.008978917263448238
0.01,1847.62,475995,590,-19.53,806,1808,,,93998,0.0001,0.006906145252287388
0.01,1853.48,477910,589,-19.5,810,1812,,,94477,0.0001,0.013860762119293213
0.01,1859.3,479816,589,-19.49,813,1816,,,94953,0.0001,0.01694915071129799
0.01,1877.85,481871,589,-19.44,817,1820,,,95467,0.0001,0.018411213532090187
0.01,1910.02,484257,589,-19.42,821,1824,,,96064,0.0001,0.008773423731327057
0.01,1923.61,486312,589,-19.39,825,1828,,,96577,0.0001,0.01309249922633171
0.01,1942.91,488581,589,-19.34,829,1832,,,97145,0.0001,0.011028077453374863
0.01,1959.52,490713,589,-19.33,833,1836,,,97678,0.0001,0.005797554738819599
0.01,1968.91,492618,588,-19.32,836,1840,,,98154,0.0001,0.011986393481492996
0.01,1980.6,494632,588,-19.35,840,1844,,,98657,0.0001,0.025186602026224136
0.01,1987.87,496604,588,-19.37,843,1848,,,99150,0.0001,0.0034966510720551014
0.01,1997.72,498752,588,-19.36,847,1852,,,99687,0.0001,0.012296034954488277
0.01,,500000,,,,,-19.8,2023.4,99999,0.0001,0.004044738598167896
0.01,2013.04,501001,579,-19.33,864,1856,,,100250,0.0001,0.008887424133718014
0.01,2021.21,503010,579,-19.3,867,1860,,,100752,0.0001,0.013851696625351906
0.01,2043.7,505388,579,-19.19,872,1864,,,101346,0.0001,0.004701209720224142
0.01,2059.79,507506,579,-19.15,875,1868,,,101876,0.0001,0.007776991464197636
0.01,2058.2,509570,579,-19.17,879,1872,,,102392,0.0001,0.011027938686311245
0.01,2083.47,512185,579,-19.06,884,1876,,,103046,0.0001,0.0077233752235770226
0.01,2096.18,514272,579,-19.09,888,1880,,,103567,0.0001,0.004073077812790871
0.01,2118.81,516552,578,-19.04,892,1884,,,104137,0.0001,0.0075889453291893005
0.01,2124.89,518758,578,-19.04,896,1888,,,104689,0.0001,0.004879899322986603
0.01,2135.83,520983,578,-18.97,900,1892,,,105245,0.0001,0.005496078170835972
0.01,2144.36,523196,578,-18.95,903,1896,,,105798,0.0001,0.005947405006736517
0.01,2156.41,525688,578,-18.95,908,1900,,,106421,0.0001,0.008552569895982742
0.01,2175.07,528016,578,-18.9,912,1904,,,107003,0.0001,0.005700604058802128
0.01,2192.15,530254,578,-18.82,916,1908,,,107563,0.0001,0.014528553001582623
0.01,2210.88,532624,578,-18.85,920,1912,,,108155,0.0001,0.010447291657328606
0.01,2220.7,534779,578,-18.84,924,1916,,,108694,0.0001,0.008423536084592342
0.01,2225.46,536947,578,-18.8,928,1920,,,109236,0.0001,0.0070863645523786545
0.01,2233.34,539518,578,-18.75,933,1924,,,109879,0.0001,0.005680710077285767
0.01,2240.11,541727,577,-18.74,937,1928,,,110431,0.0001,0.0062971035949885845
0.01,2241.02,544026,577,-18.74,941,1932,,,111006,0.0001,0.015887994319200516
0.01,2248.26,546336,577,-18.76,945,1936,,,111583,0.0001,0.011087208054959774
0.01,2271.89,548835,577,-18.7,949,1940,,,112208,0.0001,0.017477011308073997
0.01,2299.84,551545,577,-18.6,954,1944,,,112886,0.0001,0.0054288581013679504
0.01,2310.52,553774,577,-18.53,958,1948,,,113443,0.0001,0.01551875751465559
0.01,2327.41,556346,577,-18.47,963,1952,,,114086,0.0001,0.008486993610858917
0.01,2355.51,559299,577,-18.41,968,1956,,,114824,0.0001,0.016703035682439804
0.01,2364.96,561539,577,-18.46,972,1960,,,115384,0.0001,0.005114120431244373
0.01,2351.28,563574,577,-18.58,976,1964,,,115893,0.0001,0.0045150467194616795
0.01,2343.93,565504,577,-18.6,979,1968,,,116375,0.0001,0.0047667063772678375
0.01,2352.88,567796,577,-18.58,983,1972,,,116948,0.0001,0.007258731871843338
0.01,2339.73,570079,577,-18.64,987,1976,,,117519,0.0001,0.020159445703029633
0.01,2361.37,572707,577,-18.54,992,1980,,,118176,0.0001,0.010321402922272682
0.01,2374.7,575317,577,-18.55,997,1984,,,118829,0.0001,0.01187742967158556
0.01,2376.76,577568,576,-18.58,1001,1988,,,119391,0.0001,0.010666542686522007
0.01,2391.17,580147,576,-18.54,1005,1992,,,120036,0.0001,0.010365109890699387
0.01,2416.03,582993,576,-18.47,1010,1996,,,120748,0.0001,0.015728659927845
0.01,2409.58,585326,576,-18.49,1014,2000,,,121331,0.0001,0.013140236958861351
0.01,2412.93,587742,576,-18.51,1019,2004,,,121935,0.0001,0.015561425127089024
0.01,2415.6,590052,576,-18.55,1023,2008,,,122512,0.0001,0.0049144793301820755
0.01,2419.85,592540,576,-18.45,1027,2012,,,123134,0.0001,0.008884629234671593
0.01,2425.34,594833,576,-18.41,1031,2016,,,123708,0.0001,0.0038218004629015923
0.01,2443.44,597454,576,-18.46,1036,2020,,,124363,0.0001,0.004701314494013786
0.01,,600000,,,,,-17.45,2508.1,124999,0.0001,0.010486260056495667
0.01,2442.56,600004,567,-18.47,1057,2024,,,125000,0.0001,0.01596192643046379
0.01,2450.0,602400,567,-18.45,1061,2028,,,125599,0.0001,0.01346664596349001
0.01,2452.05,604744,567,-18.44,1065,2032,,,126185,0.0001,0.012589520774781704
0.01,2469.3,607476,567,-18.36,1070,2036,,,126868,0.0001,0.008270022459328175
0.01,2472.53,610059,567,-18.37,1075,2040,,,127514,0.0001,0.013124300166964531
0.01,2462.81,612528,567,-18.44,1079,2044,,,128131,0.0001,0.007673046551644802
0.01,2467.99,614886,567,-18.45,1083,2048,,,128721,0.0001,0.007136253640055656
0.01,2467.32,617436,567,-18.48,1088,2052,,,129358,0.0001,0.006304856389760971
0.01,2447.37,619898,567,-18.46,1092,2056,,,129974,0.0001,0.005152976140379906
0.01,2461.6,622499,567,-18.46,1097,2060,,,130624,0.0001,0.00883531104773283
0.01,2497.15,625417,567,-18.37,1102,2064,,,131354,0.0001,0.005548771470785141
0.01,2524.14,628021,567,-18.29,1107,2068,,,132005,0.0001,0.004272516816854477
0.01,2533.24,630545,567,-18.25,1111,2072,,,132636,0.0001,0.013122938573360443
0.01,2544.73,633125,567,-18.26,1116,2076,,,133281,0.0001,0.0068178847432136536
0.01,2558.31,636097,566,-18.24,1121,2080,,,134024,0.0001,0.010731994174420834
0.01,2546.11,638403,566,-18.23,1125,2084,,,134600,0.0001,0.007712174206972122
0.01,2564.14,641107,566,-18.17,1130,2088,,,135276,0.0001,0.014700133353471756
0.01,2557.02,643507,566,-18.25,1135,2092,,,135876,0.0001,0.017506930977106094
0.01,2550.24,646175,566,-18.31,1139,2096,,,136543,0.0001,0.009696676395833492
0.01,2577.84,649188,566,-18.3,1145,2100,,,137296,0.0001,0.003527754684910178
0.01,2588.41,651864,566,-18.21,1150,2104,,,137965,0.0001,0.013647051528096199
0.01,2612.79,654787,566,-18.19,1155,2108,,,138696,0.0001,0.018165912479162216
0.01,2623.8,657546,566,-18.15,1160,2112,,,139386,0.0001,0.029856311157345772
0.01,2630.79,660020,566,-18.14,1164,2116,,,140004,0.0001,0.014547444880008698
0.01,2629.82,662618,566,-18.11,1169,2120,,,140654,0.0001,0.003456489183008671
0.01,2632.89,665251,566,-18.14,1173,2124,,,141312,0.0001,0.00596730737015605
0.01,2643.79,667934,566,-18.17,1178,2128,,,141983,0.0001,0.010417512618005276
0.01,2654.53,670541,566,-18.16,1183,2132,,,142635,0.0001,0.004069909453392029
0.01,2646.27,673070,566,-18.2,1187,2136,,,143267,0.0001,0.00800187885761261
0.01,2633.85,675344,566,-18.2,1192,2140,,,143835,0.0001,0.012377964332699776
0.01,2644.92,678093,566,-18.17,1197,2144,,,144523,0.0001,0.009326733648777008
0.01,2661.52,680879,566,-18.14,1201,2148,,,145219,0.0001,0.0070712994784116745
0.01,2667.41,683575,566,-18.16,1206,2152,,,145893,0.0001,0.006998279131948948
0.01,2684.04,686448,566,-18.15,1211,2156,,,146611,0.0001,0.012084960006177425
0.01,2702.44,689516,566,-18.06,1217,2160,,,147378,0.0001,0.00889544002711773
0.01,2703.14,692447,566,-18.03,1222,2164,,,148111,0.0001,0.008663291111588478
0.01,2706.49,695142,566,-18.02,1227,2168,,,148785,0.0001,0.009864162653684616
0.01,2714.78,697875,566,-17.99,1232,2172,,,149468,0.0001,0.018941368907690048
0.01,,700000,,,,,-14.95,2896.3,149999,0.0001,0.02916201390326023
0.01,2738.95,701058,557,-17.93,1256,2176,,,150264,0.0001,0.018189717084169388
0.01,2749.02,704283,557,-17.85,1262,2180,,,151070,0.0001,0.010446438565850258
0.01,2771.14,707151,557,-17.83,1267,2184,,,151787,0.0001,0.011486953124403954
0.01,2779.08,710048,557,-17.76,1272,2188,,,152511,0.0001,0.017540331929922104
0.01,2796.69,712896,558,-17.74,1277,2192,,,153223,0.0001,0.008908671326935291
0.01,2818.55,716115,558,-17.67,1283,2196,,,154028,0.0001,0.02949492819607258
0.01,2835.77,719566,557,-17.68,1289,2200,,,154891,0.0001,0.01553674228489399
0.01,2860.64,722864,558,-17.58,1295,2204,,,155715,0.0001,0.008568378165364265
0.01,2864.76,725895,558,-17.54,1300,2208,,,156473,0.0001,0.006931714713573456
0.01,2882.27,729103,557,-17.57,1306,2212,,,157275,0.0001,0.009341182187199593
0.01,2893.2,731845,557,-17.56,1311,2216,,,157961,0.0001,0.012008201330900192
0.01,2906.65,734777,558,-17.49,1316,2220,,,158694,0.0001,0.008652200922369957
0.01,2926.41,737901,558,-17.38,1322,2224,,,159475,0.0001,0.006609004456549883
0.01,2944.05,741019,558,-17.25,1327,2228,,,160254,0.0001,0.010666328482329845
0.01,2968.29,744245,558,-17.22,1333,2232,,,161061,0.0001,0.008224600926041603
0.01,2981.91,747124,558,-17.23,1338,2236,,,161780,0.0001,0.007259206846356392
0.01,3014.54,750205,558,-17.18,1344,2240,,,162551,0.0001,0.006988884881138802
0.01,3024.87,753223,558,-17.1,1349,2244,,,163305,0.0001,0.006473488640040159
0.01,3049.37,756617,558,-16.95,1355,2248,,,164154,0.0001,0.008324507623910904
0.01,3038.67,759050,558,-17.0,1360,2252,,,164762,0.0001,0.028204703703522682
0.01,3039.14,761936,558,-17.04,1365,2256,,,165483,0.0001,0.010902476496994495
0.01,3045.42,765151,558,-17.02,1371,2260,,,166287,0.0001,0.011010362766683102
0.01,3067.52,768640,558,-16.96,1377,2264,,,167159,0.0001,0.005866010673344135
0.01,3091.49,771929,558,-16.86,1383,2268,,,167982,0.0001,0.005867865867912769
0.01,3104.49,774981,558,-16.91,1388,2272,,,168745,0.0001,0.014266117475926876
0.01,3105.23,778181,558,-16.91,1394,2276,,,169545,0.0001,0.00833872240036726
0.01,3110.69,781548,558,-16.86,1400,2280,,,170386,0.0001,0.013399839401245117
0.01,3137.21,785070,558,-16.82,1406,2284,,,171267,0.0001,0.028237074613571167
0.01,3146.64,788204,558,-16.81,1412,2288,,,172050,0.0001,0.01147734746336937
0.01,3161.49,791428,558,-16.65,1417,2292,,,172856,0.0001,0.011215858161449432
0.01,3159.52,794598,558,-16.68,1423,2296,,,173649,0.0001,0.012617879547178745
0.01,3145.15,797688,558,-16.64,1429,2300,,,174421,0.0001,0.01837107539176941
0.01,,800000,,,,,-17.95,2907.6,174999,0.0001,0.00617977324873209
0.01,3137.11,800784,551,-16.78,1453,2304,,,175195,0.0001,0.010834159329533577
0.01,3157.78,804326,551,-16.73,1459,2308,,,176081,0.0001,0.019757837057113647
0.01,3172.72,807899,551,-16.73,1465,2312,,,176974,0.0001,0.011851035058498383
0.01,3210.16,811586,551,-16.61,1472,2316,,,177896,0.0001,0.0074434299021959305
0.01,3212.72,814584,551,-16.58,1477,2320,,,178645,0.0001,0.010922180488705635
0.01,3223.25,817966,551,-16.58,1483,2324,,,179491,0.0001,0.0025029906537383795
0.01,3199.97,820500,551,-16.7,1488,2328,,,180124,0.0001,0.003629089565947652
0.01,3202.25,823777,551,-16.7,1494,2332,,,180944,0.0001,0.011459346860647202
0.01,3211.47,826877,551,-16.64,1499,2336,,,181719,0.0001,0.0069305007345974445
0.01,3221.47,830209,551,-16.6,1505,2340,,,182552,0.0001,0.008145703002810478
0.01,3238.06,833632,551,-16.61,1511,2344,,,183407,0.0001,0.016869930550456047
0.01,3237.78,837023,551,-16.67,1517,2348,,,184255,0.0001,0.004967073444277048
0.01,3284.19,840609,551,-16.46,1524,2352,,,185152,0.0001,0.0038216873072087765
0.01,3301.33,843920,551,-16.37,1530,2356,,,185979,0.0001,0.01163921132683754
0.01,3313.33,847438,551,-16.34,1536,2360,,,186859,0.0001,0.012744106352329254
0.01,3293.4,850432,551,-16.4,1541,2364,,,187607,0.0001,0.010404570028185844
