rollout/exploration_rate,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,eval/mean_reward,eval/mean_ep_length,train/n_updates,train/learning_rate,train/loss
0.01,3263.81,852985,551,-16.53,1546,2368,,,188246,0.0001,0.005886079743504524
0.01,3264.08,856047,551,-16.51,1551,2372,,,189011,0.0001,0.00742267444729805
0.01,3259.99,859139,551,-16.51,1557,2376,,,189784,0.0001,0.01131533645093441
0.01,3246.52,862162,551,-16.68,1562,2380,,,190540,0.0001,0.007994424551725388
0.01,3247.93,865724,551,-16.63,1568,2384,,,191430,0.0001,0.005550084635615349
0.01,3277.63,869604,551,-16.61,1575,2388,,,192400,0.0001,0.004685271065682173
0.01,3296.15,873282,551,-16.66,1582,2392,,,193320,0.0001,0.0068322597071528435
0.01,3312.28,876851,551,-16.58,1588,2396,,,194212,0.0001,0.0030858025420457125
0.01,3324.39,880240,551,-16.55,1594,2400,,,195059,0.0001,0.008723575621843338
0.01,3340.05,883730,551,-16.42,1601,2404,,,195932,0.0001,0.004580171778798103
0.01,3333.95,887116,551,-16.39,1607,2408,,,196778,0.0001,0.008179919794201851
0.01,3324.5,890458,551,-16.37,1613,2412,,,197614,0.0001,0.008800732903182507
0.01,3312.22,893835,551,-16.47,1619,2416,,,198458,0.0001,0.009864311665296555
0.01,3343.88,897626,551,-16.46,1626,2420,,,199406,0.0001,0.013677731156349182
0.01,,900000,,,,,-16.2,3579.65,199999,0.0001,0.011222255416214466
0.01,3335.13,900797,544,-16.48,1654,2424,,,200199,0.0001,0.025620806962251663
0.01,3383.27,904529,544,-16.3,1661,2428,,,201132,0.0001,0.011392798274755478
0.01,3369.68,907470,544,-16.29,1666,2432,,,201867,0.0001,0.009063130244612694
0.01,3384.87,910953,544,-16.35,1672,2436,,,202738,0.0001,0.02786879800260067
0.01,3403.64,914760,544,-16.27,1679,2440,,,203689,0.0001,0.004314797930419445
0.01,3430.85,918864,544,-16.17,1687,2444,,,204715,0.0001,0.013964940793812275
0.01,3432.69,922300,544,-16.25,1693,2448,,,205574,0.0001,0.005973367020487785
0.01,3422.12,925621,544,-16.3,1699,2452,,,206405,0.0001,0.02307206764817238
0.01,3433.59,929222,544,-16.33,1705,2456,,,207305,0.0001,0.00949393305927515
0.01,3452.43,933211,544,-16.2,1712,2460,,,208302,0.0001,0.013130891136825085
0.01,3460.08,936388,544,-16.19,1718,2464,,,209096,0.0001,0.013982905074954033
0.01,3489.13,939653,544,-16.13,1724,2468,,,209913,0.0001,0.004020145628601313
0.01,3515.12,943359,545,-15.99,1730,2472,,,210839,0.0001,0.005323481746017933
0.01,3517.93,946525,545,-16.05,1736,2476,,,211631,0.0001,0.004828413017094135
0.01,3545.88,950254,545,-15.86,1743,2480,,,212563,0.0001,0.00898455735296011
0.01,3523.97,953269,545,-15.92,1748,2484,,,213317,0.0001,0.01770111732184887
0.01,3478.46,956016,545,-15.99,1753,2488,,,214003,0.0001,0.010302753187716007
0.01,3450.13,958992,545,-16.02,1758,2492,,,214747,0.0001,0.01598462462425232
0.01,3423.72,961904,545,-16.09,1764,2496,,,215475,0.0001,0.0042026774026453495
0.01,3443.73,965803,545,-16.03,1770,2500,,,216450,0.0001,0.006962732411921024
0.01,3434.23,969057,545,-16.19,1776,2504,,,217264,0.0001,0.02224377542734146
0.01,3445.45,972723,545,-16.12,1783,2508,,,218180,0.0001,0.0129659753292799
0.01,3435.93,975827,545,-16.12,1788,2512,,,218956,0.0001,0.00746117765083909
0.01,3447.22,979479,545,-16.03,1795,2516,,,219869,0.0001,0.0055412291549146175
0.01,3441.18,983125,545,-16.04,1801,2520,,,220781,0.0001,0.02704366110265255
0.01,3448.18,986468,545,-16.01,1807,2524,,,221616,0.0001,0.0049230800941586494
0.01,3418.52,989461,545,-16.13,1813,2528,,,222365,0.0001,0.034844785928726196
0.01,3426.45,992605,545,-16.15,1818,2532,,,223151,0.0001,0.010792763903737068
0.01,3403.02,995502,545,-16.16,1823,2536,,,223875,0.0001,0.018104825168848038
0.01,3390.75,999013,545,-16.25,1830,2540,,,224753,0.0001,0.01421620137989521
0.01,,1000000,,,,,-15.35,3857.6,224999,0.0001,0.008737468160688877
0.01,3359.29,1002327,538,-16.3,1860,2544,,,225581,0.0001,0.009930726140737534
0.01,3368.51,1005984,538,-16.25,1867,2548,,,226495,0.0001,0.008192161098122597
0.01,3349.43,1008836,538,-16.33,1872,2552,,,227208,0.0001,0.005493960343301296
0.01,3353.01,1012531,538,-16.4,1879,2556,,,228132,0.0001,0.015220338478684425
0.01,3326.7,1015854,538,-16.52,1885,2560,,,228963,0.0001,0.014464838430285454
0.01,3350.54,1019641,539,-16.5,1891,2564,,,229910,0.0001,0.008697504177689552
0.01,3362.98,1023226,539,-16.48,1898,2568,,,230806,0.0001,0.001548269996419549
0.01,3357.71,1026807,539,-16.57,1904,2572,,,231701,0.0001,0.012493262067437172
0.01,3392.33,1030835,539,-16.53,1911,2576,,,232708,0.0001,0.011321907863020897
0.01,3387.82,1034445,539,-16.56,1918,2580,,,233611,0.0001,0.005140381865203381
0.01,3390.71,1037534,539,-16.6,1923,2584,,,234383,0.0001,0.005979289300739765
0.01,3436.06,1041411,539,-16.44,1930,2588,,,235352,0.0001,0.006351339165121317
0.01,3451.99,1044779,539,-16.34,1936,2592,,,236194,0.0001,0.01567402482032776
0.01,3490.04,1048647,539,-16.26,1943,2596,,,237161,0.0001,0.005235868040472269
0.01,3499.68,1052775,539,-16.14,1950,2600,,,238193,0.0001,0.025683030486106873
0.01,3509.89,1056283,539,-16.07,1956,2604,,,239070,0.0001,0.0035712465178221464
0.01,3500.34,1059710,539,-16.16,1963,2608,,,239927,0.0001,0.006568216718733311
0.01,3541.02,1063822,539,-16.03,1970,2612,,,240955,0.0001,0.0026766080409288406
0.01,3539.47,1067440,539,-15.99,1976,2616,,,241859,0.0001,0.005014240741729736
0.01,3547.3,1071269,540,-15.99,1983,2620,,,242817,0.0001,0.006256774067878723
0.01,3563.11,1075006,540,-15.94,1990,2624,,,243751,0.0001,0.016475951299071312
0.01,3593.87,1078773,540,-15.75,1996,2628,,,244693,0.0001,0.010588029399514198
0.01,3603.88,1082160,540,-15.77,2003,2632,,,245539,0.0001,0.005200353916734457
0.01,3625.12,1085597,540,-15.67,2009,2636,,,246399,0.0001,0.0028560864739120007
0.01,3630.24,1089225,540,-15.61,2015,2640,,,247306,0.0001,0.013259914703667164
0.01,3629.85,1092534,540,-15.72,2021,2644,,,248133,0.0001,0.013363148085772991
0.01,3617.98,1095903,540,-15.77,2027,2648,,,248975,0.0001,0.007154935039579868
0.01,3667.1,1099989,540,-15.62,2034,2652,,,249997,0.0001,0.008102072402834892
0.01,,1100000,,,,,-15.65,4156.85,249999,0.0001,0.01121609378606081
0.01,3667.98,1103701,533,-15.49,2067,2656,,,250925,0.0001,0.006715163588523865
0.01,3707.55,1108016,533,-15.28,2075,2660,,,252003,0.0001,0.0043336171656847
0.01,3730.78,1112372,533,-15.17,2083,2664,,,253092,0.0001,0.00508864363655448
0.01,3780.79,1117208,534,-15.0,2092,2668,,,254301,0.0001,0.009490618482232094
0.01,3792.95,1121092,534,-14.97,2098,2672,,,255272,0.0001,0.008472681045532227
0.01,3795.79,1125191,534,-14.84,2106,2676,,,256297,0.0001,0.012654454447329044
0.01,3815.54,1129291,534,-14.79,2113,2680,,,257322,0.0001,0.004537542350590229
0.01,3826.65,1132660,534,-14.71,2119,2684,,,258164,0.0001,0.012046180665493011
0.01,3846.47,1137032,534,-14.65,2127,2688,,,259257,0.0001,0.009697719477117062
0.01,3882.52,1141311,534,-14.61,2134,2692,,,260327,0.0001,0.008071359246969223
0.01,3876.16,1145010,534,-14.64,2141,2696,,,261252,0.0001,0.017951425164937973
0.01,3879.78,1149235,534,-14.7,2149,2700,,,262308,0.0001,0.007727493066340685
0.01,3886.98,1152922,534,-14.61,2155,2704,,,263230,0.0001,0.011369001120328903
0.01,3905.7,1156817,534,-14.55,2162,2708,,,264204,0.0001,0.006435750517994165
0.01,3915.51,1161186,534,-14.6,2170,2712,,,265296,0.0001,0.012901708483695984
0.01,3938.42,1165376,535,-14.57,2177,2716,,,266343,0.0001,0.018511686474084854
0.01,3964.28,1169855,535,-14.53,2185,2720,,,267463,0.0001,0.00885220430791378
0.01,4017.68,1174933,535,-14.35,2195,2724,,,268733,0.0001,0.010911267250776291
0.01,4020.7,1178775,535,-14.37,2201,2728,,,269693,0.0001,0.003127821022644639
0.01,4091.65,1183939,535,-14.0,2211,2732,,,270984,0.0001,0.017877772450447083
0.01,4116.13,1187981,535,-13.93,2218,2736,,,271995,0.0001,0.00989207811653614
0.01,4134.89,1192081,535,-13.85,2225,2740,,,273020,0.0001,0.011434955522418022
0.01,4145.8,1195665,535,-13.74,2232,2744,,,273916,0.0001,0.00618057232350111
0.01,4181.67,1199922,535,-13.55,2239,2748,,,274980,0.0001,0.00720707792788744
0.01,,1200000,,,,,-12.2,4712.85,274999,0.0001,0.005995894782245159
0.01,4197.74,1204404,528,-13.47,2277,2752,,,276100,0.0001,0.013601130805909634
0.01,4218.12,1208634,528,-13.46,2285,2756,,,277158,0.0001,0.027943942695856094
0.01,4224.68,1213122,528,-13.54,2293,2760,,,278280,0.0001,0.01575266756117344
0.01,4240.55,1217877,529,-13.56,2302,2764,,,279469,0.0001,0.0054689375683665276
0.01,4255.5,1223078,529,-13.48,2311,2768,,,280769,0.0001,0.005836235359311104
0.01,4280.58,1227587,529,-13.42,2319,2772,,,281896,0.0001,0.013781451620161533
0.01,4260.75,1231196,529,-13.51,2325,2776,,,282798,0.0001,0.011990614235401154
0.01,4258.35,1235239,529,-13.59,2333,2780,,,283809,0.0001,0.009839720092713833
0.01,4284.22,1239248,529,-13.47,2340,2784,,,284811,0.0001,0.019354719668626785
0.01,4281.84,1243563,529,-13.54,2347,2788,,,285890,0.0001,0.016784366220235825
0.01,4277.78,1247735,529,-13.52,2355,2792,,,286933,0.0001,0.021584920585155487
0.01,4312.5,1252314,529,-13.35,2363,2796,,,288078,0.0001,0.002243390306830406
0.01,4309.56,1256469,529,-13.32,2370,2800,,,289117,0.0001,0.0027086609043180943
0.01,4319.97,1260412,530,-13.21,2378,2804,,,290102,0.0001,0.007048138417303562
0.01,4355.35,1265193,530,-13.01,2386,2808,,,291298,0.0001,0.007882954552769661
0.01,4354.65,1269539,530,-12.95,2394,2812,,,292384,0.0001,0.004711365792900324
0.01,4390.36,1274626,530,-12.85,2403,2816,,,293656,0.0001,0.01260695606470108
0.01,4397.25,1279287,530,-12.56,2411,2820,,,294821,0.0001,0.02293679118156433
0.01,4354.88,1283303,530,-12.75,2418,2824,,,295825,0.0001,0.00654186587780714
0.01,4364.28,1287379,530,-12.74,2426,2828,,,296844,0.0001,0.009712858125567436
0.01,4351.4,1292216,530,-12.86,2434,2832,,,298053,0.0001,0.005047410260885954
0.01,4364.61,1296585,530,-12.72,2442,2836,,,299146,0.0001,0.002737729111686349
0.01,,1300000,,,,,-11.8,4489.65,299999,0.0001,0.003477406222373247
0.01,4385.94,1301210,524,-12.65,2479,2840,,,300302,0.0001,0.014127515256404877
0.01,4435.89,1306036,524,-12.47,2488,2844,,,301508,0.0001,0.0075096082873642445
0.01,4447.94,1310597,524,-12.52,2496,2848,,,302649,0.0001,0.006942921318113804
0.01,4449.96,1315128,525,-12.56,2504,2852,,,303781,0.0001,0.012058003805577755
0.01,4471.72,1319886,525,-12.39,2512,2856,,,304971,0.0001,0.008909064345061779
0.01,4452.86,1323897,525,-12.46,2520,2860,,,305974,0.0001,0.005767058581113815
0.01,4435.72,1328231,525,-12.45,2527,2864,,,307057,0.0001,0.019090112298727036
0.01,4402.29,1332607,525,-12.55,2535,2868,,,308151,0.0001,0.008206565864384174
0.01,4409.19,1337291,525,-12.36,2544,2872,,,309322,0.0001,0.010703539475798607
0.01,4464.32,1342279,525,-12.16,2553,2876,,,310569,0.0001,0.005070149898529053
0.01,4481.78,1346757,525,-12.03,2560,2880,,,311689,0.0001,0.008391255512833595
0.01,4503.29,1351305,525,-12.09,2569,2884,,,312826,0.0001,0.006992585025727749
0.01,4488.92,1355261,526,-12.16,2576,2888,,,313815,0.0001,0.0078107984736561775
0.01,4509.69,1359949,526,-12.14,2584,2892,,,314987,0.0001,0.008081820793449879
0.01,4504.37,1364385,526,-12.17,2592,2896,,,316096,0.0001,0.01171219814568758
0.01,4518.79,1368895,526,-12.08,2600,2900,,,317223,0.0001,0.009594672359526157
0.01,4516.8,1372794,526,-12.26,2607,2904,,,318198,0.0001,0.006109919864684343
0.01,4518.27,1377606,526,-12.34,2616,2908,,,319401,0.0001,0.008497655391693115
0.01,4549.87,1382737,526,-12.19,2625,2912,,,320684,0.0001,0.00823457632213831
0.01,4544.59,1387691,526,-12.19,2634,2916,,,321922,0.0001,0.004446498584002256
0.01,4559.98,1392732,526,-12.28,2643,2920,,,323182,0.0001,0.005367175675928593
0.01,4576.01,1397142,526,-12.14,2651,2924,,,324285,0.0001,0.008756661787629128
0.01,,1400000,,,,,-11.1,5118.4,324999,0.0001,0.00810091383755207
0.01,4628.76,1402534,520,-12.05,2693,2928,,,325633,0.0001,0.008297663182020187
0.01,4634.22,1407504,520,-12.01,2702,2932,,,326875,0.0001,0.016604367643594742
0.01,4644.77,1412141,520,-12.01,2710,2936,,,328035,0.0001,0.004408582113683224
0.01,4618.56,1416118,521,-12.1,2717,2940,,,329029,0.0001,0.007693676743656397
0.01,4656.47,1421901,521,-12.02,2728,2944,,,330475,0.0001,0.00456757890060544
0.01,4644.92,1426172,521,-12.0,2735,2948,,,331542,0.0001,0.00787300430238247
0.01,4665.69,1431225,521,-11.82,2744,2952,,,332806,0.0001,0.007354887202382088
0.01,4664.75,1435964,521,-11.87,2753,2956,,,333990,0.0001,0.005359082482755184
0.01,4673.79,1440199,521,-11.82,2760,2960,,,335049,0.0001,0.004604842513799667
0.01,4740.99,1446200,521,-11.49,2771,2964,,,336549,0.0001,0.011169115081429482
0.01,4752.69,1450872,521,-11.54,2779,2968,,,337717,0.0001,0.02022159844636917
0.01,4827.72,1457427,522,-11.34,2791,2972,,,339356,0.0001,0.015162220224738121
0.01,4836.77,1462631,522,-11.32,2800,2976,,,340657,0.0001,0.0047111790627241135
0.01,4817.58,1466629,522,-11.39,2808,2980,,,341657,0.0001,0.005218411795794964
0.01,4862.1,1472293,522,-11.22,2818,2984,,,343073,0.0001,0.006119406316429377
0.01,4903.65,1477287,522,-11.06,2827,2988,,,344321,0.0001,0.0022882032208144665
0.01,4917.42,1482320,522,-11.05,2836,2992,,,345579,0.0001,0.002514938125386834
0.01,4915.38,1486715,522,-11.02,2844,2996,,,346678,0.0001,0.018068013712763786
0.01,4923.11,1491422,522,-11.03,2852,3000,,,347855,0.0001,0.006790775805711746
0.01,4979.06,1496718,522,-10.73,2862,3004,,,349179,0.0001,0.0038574025966227055
0.01,,1500000,,,,,-9.9,4627.85,349999,0.0001,0.007387520745396614
0.01,4975.99,1501454,517,-10.68,2900,3008,,,350363,0.0001,0.004616913385689259
0.01,4966.83,1506363,517,-10.68,2909,3012,,,351590,0.0001,0.00489893788471818
0.01,4970.74,1511410,517,-10.59,2918,3016,,,352852,0.0001,0.008698597550392151
0.01,4960.44,1516194,518,-10.65,2926,3020,,,354048,0.0001,0.0023075274657458067
0.01,4957.62,1520533,518,-10.59,2934,3024,,,355133,0.0001,0.004070768132805824
0.01,4912.2,1524791,518,-10.62,2942,3028,,,356197,0.0001,0.004040824249386787
0.01,4908.3,1529663,518,-10.45,2950,3032,,,357415,0.0001,0.004624187480658293
0.01,4895.14,1533969,518,-10.45,2958,3036,,,358492,0.0001,0.006188978441059589
0.01,4925.0,1538690,518,-10.42,2966,3040,,,359672,0.0001,0.007315333932638168
0.01,4874.06,1543193,518,-10.52,2975,3044,,,360798,0.0001,0.017659638077020645
0.01,4875.5,1547503,518,-10.54,2982,3048,,,361875,0.0001,0.006101209670305252
0.01,4879.55,1552645,518,-10.63,2991,3052,,,363161,0.0001,0.002929363865405321
0.01,4857.79,1556847,519,-10.58,2999,3056,,,364211,0.0001,0.006690280977636576
0.01,4899.04,1562124,519,-10.45,3008,3060,,,365530,0.0001,0.0049409763887524605
0.01,4839.09,1566631,519,-10.71,3017,3064,,,366657,0.0001,0.003268228378146887
0.01,4853.59,1571659,519,-10.41,3025,3068,,,367914,0.0001,0.003979855217039585
0.01,4824.6,1577493,519,-10.61,3036,3072,,,369373,0.0001,0.014554210007190704
0.01,4791.83,1581884,519,-10.7,3044,3076,,,370470,0.0001,0.0020002610981464386
0.01,4822.44,1586652,519,-10.63,3052,3080,,,371662,0.0001,0.004098116420209408
0.01,4786.99,1591432,519,-10.65,3061,3084,,,372857,0.0001,0.005170577205717564
0.01,4733.82,1595092,519,-10.82,3067,3088,,,373772,0.0001,0.006338678300380707
0.01,4698.37,1599230,520,-10.81,3075,3092,,,374807,0.0001,0.007082013413310051
0.01,,1600000,,,,,-10.25,4610.9,374999,0.0001,0.007772332988679409
0.01,4691.85,1603451,515,-10.91,3112,3096,,,375862,0.0001,0.0049338024109601974
0.01,4687.74,1608048,515,-10.85,3120,3100,,,377011,0.0001,0.002048835391178727
0.01,4677.3,1613076,515,-10.92,3129,3104,,,378268,0.0001,0.005584395490586758
0.01,4658.96,1617362,515,-10.95,3137,3108,,,379340,0.0001,0.00415033008903265
0.01,4655.43,1622180,515,-10.81,3146,3112,,,380544,0.0001,0.009713515639305115
0.01,4642.56,1626911,515,-10.77,3154,3116,,,381727,0.0001,0.0023316971492022276
0.01,4622.61,1631195,515,-10.67,3162,3120,,,382798,0.0001,0.007812928408384323
0.01,4644.72,1636089,515,-10.49,3171,3124,,,384022,0.0001,0.013080626726150513
0.01,4680.62,1641241,516,-10.1,3180,3128,,,385310,0.0001,0.009951509535312653
0.01,4649.05,1645335,516,-10.29,3187,3132,,,386333,0.0001,0.004909452050924301
0.01,4696.25,1650821,516,-10.2,3197,3136,,,387705,0.0001,0.007346310652792454
0.01,4697.81,1655578,516,-10.03,3206,3140,,,388894,0.0001,0.00788160040974617
0.01,4702.01,1660185,516,-10.02,3214,3144,,,390046,0.0001,0.011093368753790855
0.01,4741.31,1665476,516,-9.78,3223,3148,,,391368,0.0001,0.005944224540144205
0.01,4731.96,1670402,516,-9.61,3232,3152,,,392600,0.0001,0.009758001193404198
0.01,4725.01,1674428,516,-9.7,3239,3156,,,393606,0.0001,0.004152113571763039
0.01,4724.76,1679695,517,-9.59,3248,3160,,,394923,0.0001,0.004874575417488813
0.01,4753.52,1684926,517,-9.36,3258,3164,,,396231,0.0001,0.002534877508878708
0.01,4714.96,1688993,517,-9.58,3265,3168,,,397248,0.0001,0.009365696460008621
0.01,4698.62,1694421,517,-9.49,3275,3172,,,398605,0.0001,0.009393813088536263
0.01,4705.62,1698990,517,-9.44,3283,3176,,,399747,0.0001,0.004584851674735546
0.01,,1700000,,,,,-6.8,5643.3,399999,0.0001,0.0030326417181640863
0.01,4756.01,1705010,511,-9.18,3330,3180,,,401252,0.0001,0.002692761365324259
0.01,4765.28,1710017,512,-9.11,3339,3184,,,402504,0.0001,0.005954407155513763
0.01,4802.97,1714621,512,-8.9,3347,3188,,,403655,0.0001,0.0026874267496168613
0.01,4789.82,1718450,512,-8.9,3354,3192,,,404612,0.0001,0.00945072341710329
0.01,4850.2,1724188,512,-8.57,3364,3196,,,406046,0.0001,0.004560751840472221
0.01,4849.92,1728779,512,-8.57,3373,3200,,,407194,0.0001,0.0034365286119282246
0.01,4826.57,1733228,512,-8.52,3380,3204,,,408306,0.0001,0.0029384077060967684
0.01,4844.03,1737946,512,-8.45,3389,3208,,,409486,0.0001,0.003070925362408161
0.01,4856.67,1743079,512,-8.44,3398,3212,,,410769,0.0001,0.008790407329797745
0.01,4895.16,1748768,513,-8.22,3408,3216,,,412191,0.0001,0.0052081868052482605
0.01,4941.45,1754213,513,-8.12,3418,3220,,,413553,0.0001,0.004161212593317032
0.01,4944.14,1759184,513,-8.17,3427,3224,,,414795,0.0001,0.00477398419752717
0.01,4939.8,1764234,513,-8.38,3436,3228,,,416058,0.0001,0.009117811918258667
0.01,4978.3,1769289,513,-8.23,3445,3232,,,417322,0.0001,0.010630046017467976
0.01,4982.04,1774873,513,-8.2,3455,3236,,,418718,0.0001,0.006832605227828026
0.01,4972.76,1779398,513,-8.26,3463,3240,,,419849,0.0001,0.025861607864499092
0.01,5012.83,1785007,513,-7.95,3473,3244,,,421251,0.0001,0.010917206294834614
0.01,5001.0,1790010,514,-7.9,3482,3248,,,422502,0.0001,0.0255952849984169
0.01,5020.86,1795426,514,-7.94,3491,3252,,,423856,0.0001,0.005910004023462534
0.01,,1800000,,,,,-6.95,5286.45,424999,0.0001,0.004329579416662455
0.01,5058.72,1800394,509,-7.64,3534,3256,,,425098,0.0001,0.005667844787240028
0.01,5047.21,1805374,509,-7.68,3543,3260,,,426343,0.0001,0.012263604439795017
0.01,5054.78,1810790,509,-7.58,3553,3264,,,427697,0.0001,0.019037345424294472
0.01,5102.83,1816059,509,-7.48,3562,3268,,,429014,0.0001,0.006623218767344952
0.01,5074.67,1820781,509,-7.56,3570,3272,,,430195,0.0001,0.006252772640436888
0.01,5139.54,1826961,510,-7.17,3581,3276,,,431740,0.0001,0.007074794266372919
0.01,5091.83,1831794,510,-7.32,3590,3280,,,432948,0.0001,0.010548330843448639
0.01,5090.19,1836758,510,-7.28,3599,3284,,,434189,0.0001,0.005844899453222752
0.01,5129.55,1842355,510,-7.07,3609,3288,,,435588,0.0001,0.0051823873072862625
0.01,5172.08,1847237,510,-6.88,3618,3292,,,436809,0.0001,0.016691554337739944
0.01,5137.21,1852090,510,-7.06,3627,3296,,,438022,0.0001,0.00841477420181036
0.01,5143.66,1856848,510,-7.03,3636,3300,,,439211,0.0001,0.003781253006309271
0.01,5167.14,1861888,510,-7.01,3644,3304,,,440471,0.0001,0.004782813601195812
0.01,5171.39,1866714,510,-7.07,3653,3308,,,441678,0.0001,0.030153654515743256
0.01,5163.76,1871659,511,-7.11,3662,3312,,,442914,0.0001,0.003276027739048004
0.01,5138.72,1876722,511,-7.32,3671,3316,,,444180,0.0001,0.003658669302240014
0.01,5161.82,1882740,511,-7.12,3682,3320,,,445684,0.0001,0.008571840822696686
0.01,5166.71,1887823,511,-7.09,3691,3324,,,446955,0.0001,0.016441181302070618
0.01,5191.26,1893480,511,-7.09,3701,3328,,,448369,0.0001,0.004614753648638725
0.01,5169.15,1897987,511,-7.25,3709,3332,,,449496,0.0001,0.004834244959056377
0.01,,1900000,,,,,-6.1,5791.1,449999,0.0001,0.016291160136461258
0.01,5169.57,1903576,506,-7.18,3756,3336,,,450893,0.0001,0.009704279713332653
0.01,5192.15,1908667,506,-7.1,3765,3340,,,452166,0.0001,0.0036417031660676003
0.01,5190.83,1914249,506,-7.03,3775,3344,,,453562,0.0001,0.0035692057572305202
0.01,5212.87,1919799,507,-6.95,3785,3348,,,454949,0.0001,0.004247230477631092
0.01,5196.59,1924803,507,-6.99,3794,3352,,,456200,0.0001,0.01202805619686842
0.01,5205.8,1929996,507,-7.08,3803,3356,,,457498,0.0001,0.01001800037920475
0.01,5217.87,1935278,507,-7.06,3813,3360,,,458819,0.0001,0.008561031892895699
0.01,5207.36,1940436,507,-7.23,3822,3364,,,460108,0.0001,0.003453571582213044
0.01,5225.2,1946146,507,-6.91,3832,3368,,,461536,0.0001,0.011097626760601997
0.01,5248.16,1951443,507,-6.77,3841,3372,,,462860,0.0001,0.008681433275341988
0.01,5205.0,1956556,508,-7.01,3851,3376,,,464138,0.0001,0.0063775028102099895
0.01,5235.7,1962158,508,-6.79,3861,3380,,,465539,0.0001,0.008071290329098701
0.01,5245.8,1967373,508,-6.78,3870,3384,,,466843,0.0001,0.005415978841483593
0.01,5235.43,1972703,508,-6.82,3880,3388,,,468175,0.0001,0.013072706758975983
0.01,5264.83,1978323,508,-6.72,3890,3392,,,469580,0.0001,0.003970567602664232
0.01,5303.64,1984155,508,-6.58,3900,3396,,,471038,0.0001,0.01022433303296566
0.01,5293.37,1988662,508,-6.62,3908,3400,,,472165,0.0001,0.006710359361022711
0.01,5329.84,1994612,508,-6.22,3919,3404,,,473652,0.0001,0.00995301827788353
0.01,5341.59,1999729,509,-6.08,3928,3408,,,474932,0.0001,0.01358010433614254
0.01,,2000000,,,,,-2.3,5922.15,474999,0.0001,0.004729651380330324
