time/fps,time/episodes,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/exploration_rate,train/learning_rate,train/n_updates,train/loss,eval/mean_ep_length,eval/mean_reward
286,1116,-17.78,303824,1062,1640.29,0.01,0.0001,73455,0.01236453652381897,,
285,1120,-17.77,305413,1068,1651.38,0.01,0.0001,73853,0.02361125685274601,,
285,1124,-17.67,307229,1074,1664.61,0.01,0.0001,74307,0.0038881415966898203,,
285,1128,-17.74,308916,1081,1666.45,0.01,0.0001,74728,0.012877298519015312,,
285,1132,-17.68,310730,1088,1674.89,0.01,0.0001,75182,0.007209669332951307,,
285,1136,-17.6,312306,1094,1674.88,0.01,0.0001,75576,0.02173757180571556,,
285,1140,-17.7,313934,1100,1671.09,0.01,0.0001,75983,0.011482163332402706,,
285,1144,-17.72,315705,1107,1669.5,0.01,0.0001,76426,0.011018844321370125,,
284,1148,-17.8,317310,1113,1668.07,0.01,0.0001,76827,0.014915075153112411,,
284,1152,-17.73,318998,1120,1678.05,0.01,0.0001,77249,0.012531869113445282,,
284,1156,-17.74,320561,1126,1681.17,0.01,0.0001,77640,0.024091243743896484,,
284,1160,-17.74,322184,1132,1676.33,0.01,0.0001,78045,0.007652129512280226,,
284,1164,-17.73,323790,1138,1678.43,0.01,0.0001,78447,0.016722269356250763,,
284,1168,-17.62,325589,1145,1684.37,0.01,0.0001,78897,0.021565910428762436,,
284,1172,-17.68,327256,1151,1676.49,0.01,0.0001,79313,0.010992806404829025,,
283,1176,-17.66,329032,1158,1676.37,0.01,0.0001,79757,0.013949939049780369,,
283,1180,-17.61,330784,1165,1687.18,0.01,0.0001,80195,0.02044539712369442,,
283,1184,-17.54,332424,1171,1692.38,0.01,0.0001,80605,0.01713155210018158,,
283,1188,-17.51,334131,1178,1693.92,0.01,0.0001,81032,0.020987264811992645,,
283,1192,-17.59,335578,1184,1684.68,0.01,0.0001,81394,0.009343421086668968,,
283,1196,-17.59,337223,1190,1685.02,0.01,0.0001,81805,0.011708310805261135,,
283,1200,-17.6,338878,1196,1684.37,0.01,0.0001,82219,0.00940418615937233,,
282,1204,-17.58,340572,1203,1686.78,0.01,0.0001,82642,0.010194629430770874,,
282,1208,-17.62,342268,1210,1685.68,0.01,0.0001,83066,0.014956354163587093,,
282,1212,-17.63,343895,1216,1685.77,0.01,0.0001,83473,0.010273735970258713,,
282,1216,-17.56,345488,1222,1688.3,0.01,0.0001,83871,0.009462406858801842,,
282,1220,-17.44,347257,1229,1695.48,0.01,0.0001,84314,0.011032486334443092,,
282,1224,-17.53,349009,1235,1692.67,0.01,0.0001,84752,0.03811854496598244,,
282,1228,-17.44,350928,1243,1702.17,0.01,0.0001,85231,0.008416828699409962,,
282,1232,-17.43,352859,1250,1707.21,0.01,0.0001,85714,0.016859203577041626,,
281,1236,-17.46,354544,1257,1711.68,0.01,0.0001,86135,0.007730342447757721,,
281,1240,-17.31,356390,1264,1720.37,0.01,0.0001,86597,0.00635131448507309,,
281,1244,-17.38,358008,1271,1713.9,0.01,0.0001,87001,0.010659917257726192,,
281,1248,-17.29,359999,1278,1729.05,0.01,0.0001,87499,0.010059171356260777,,
281,1252,-17.27,361880,1285,1736.8,0.01,0.0001,87969,0.013337287120521069,,
281,1256,-17.2,363691,1292,1746.98,0.01,0.0001,88422,0.019902516156435013,,
281,1260,-17.15,365448,1299,1752.64,0.01,0.0001,88861,0.01572815328836441,,
281,1264,-17.04,367361,1307,1764.83,0.01,0.0001,89340,0.01674492284655571,,
280,1268,-17.13,369075,1313,1761.73,0.01,0.0001,89768,0.013259289786219597,,
280,1272,-17.09,370954,1321,1770.57,0.01,0.0001,90238,0.018774554133415222,,
280,1276,-17.17,372625,1327,1766.56,0.01,0.0001,90656,0.012334614992141724,,
280,1280,-17.14,374345,1334,1765.85,0.01,0.0001,91086,0.03434990346431732,,
280,1284,-17.13,376113,1340,1770.21,0.01,0.0001,91528,0.023819074034690857,,
280,1288,-17.16,377640,1346,1762.7,0.01,0.0001,91909,0.010213791392743587,,
280,1292,-17.11,379182,1351,1766.4,0.01,0.0001,92295,0.009917793795466423,,
280,1296,-17.16,380793,1357,1765.21,0.01,0.0001,92698,0.008220262825489044,,
280,1300,-17.18,382402,1364,1763.44,0.01,0.0001,93100,0.014517553150653839,,
280,1304,-17.19,384043,1370,1761.66,0.01,0.0001,93510,0.024769049137830734,,
280,1308,-17.19,385780,1377,1763.46,0.01,0.0001,93944,0.008002446964383125,,
279,1312,-17.17,387612,1384,1771.76,0.01,0.0001,94402,0.023224173113703728,,
279,1316,-17.21,389275,1390,1774.32,0.01,0.0001,94818,0.006408211775124073,,
279,1320,-17.24,391156,1398,1779.07,0.01,0.0001,95288,0.008322739973664284,,
279,1324,-17.22,393060,1405,1785.52,0.01,0.0001,95764,0.025660142302513123,,
279,1328,-17.26,395074,1413,1788.82,0.01,0.0001,96268,0.005992414895445108,,
279,1332,-17.26,396860,1420,1782.98,0.01,0.0001,96714,0.012354763224720955,,
279,1336,-17.29,398721,1427,1789.96,0.01,0.0001,97180,0.007811751216650009,,
,,,400000,,,0.01,0.0001,97499,0.006197340786457062,1887.7,-16.9
274,1340,-17.35,400522,1458,1788.03,0.01,0.0001,97630,0.008840329945087433,,
274,1344,-17.36,402155,1464,1788.76,0.01,0.0001,98038,0.014366885647177696,,
274,1348,-17.41,403905,1471,1779.43,0.01,0.0001,98476,0.019590221345424652,,
274,1352,-17.48,405705,1478,1776.24,0.01,0.0001,98926,0.005902465432882309,,
274,1356,-17.51,407700,1485,1783.75,0.01,0.0001,99424,0.011267983354628086,,
274,1360,-17.48,409547,1493,1787.02,0.01,0.0001,99886,0.006306156516075134,,
274,1364,-17.53,411373,1500,1783.65,0.01,0.0001,100343,0.02235987037420273,,
274,1368,-17.5,413207,1507,1788.56,0.01,0.0001,100801,0.013606415130198002,,
273,1372,-17.53,415134,1515,1790.52,0.01,0.0001,101283,0.01280919648706913,,
273,1376,-17.52,416858,1521,1792.47,0.01,0.0001,101714,0.005735656246542931,,
273,1380,-17.53,418700,1529,1797.0,0.01,0.0001,102174,0.004655095748603344,,
273,1384,-17.54,420569,1536,1801.39,0.01,0.0001,102642,0.015737948939204216,,
273,1388,-17.52,422355,1543,1811.97,0.01,0.0001,103088,0.013437308371067047,,
273,1392,-17.43,424301,1550,1828.09,0.01,0.0001,103575,0.009928405284881592,,
273,1396,-17.35,426198,1558,1839.4,0.01,0.0001,104049,0.015259208157658577,,
273,1400,-17.25,428200,1566,1854.54,0.01,0.0001,104549,0.022628990933299065,,
273,1404,-17.23,430029,1573,1861.98,0.01,0.0001,105007,0.014208011329174042,,
273,1408,-17.18,431906,1580,1867.61,0.01,0.0001,105476,0.011843554675579071,,
273,1412,-17.08,433858,1587,1872.54,0.01,0.0001,105964,0.005910824052989483,,
273,1416,-17.02,435654,1594,1877.97,0.01,0.0001,106413,0.01065746508538723,,
273,1420,-17.06,437302,1601,1868.43,0.01,0.0001,106825,0.008364081382751465,,
273,1424,-16.98,439301,1608,1872.27,0.01,0.0001,107325,0.013924016617238522,,
273,1428,-17.0,441236,1616,1869.47,0.01,0.0001,107808,0.004261290654540062,,
272,1432,-17.01,443090,1623,1871.99,0.01,0.0001,108272,0.008740190416574478,,
272,1436,-16.91,445090,1631,1877.59,0.01,0.0001,108772,0.0070006996393203735,,
272,1440,-16.95,446742,1637,1871.6,0.01,0.0001,109185,0.008582595735788345,,
272,1444,-16.89,448581,1645,1879.49,0.01,0.0001,109645,0.016587641090154648,,
272,1448,-16.92,450179,1651,1873.13,0.01,0.0001,110044,0.04816900193691254,,
272,1452,-16.86,452031,1658,1874.89,0.01,0.0001,110507,0.026577919721603394,,
272,1456,-16.86,453869,1665,1868.33,0.01,0.0001,110967,0.015671798959374428,,
272,1460,-16.84,455992,1673,1879.54,0.01,0.0001,111497,0.016684643924236298,,
272,1464,-16.8,458174,1682,1894.01,0.01,0.0001,112043,0.014419940300285816,,
272,1468,-16.69,460305,1690,1905.68,0.01,0.0001,112576,0.007127538789063692,,
272,1472,-16.64,462331,1698,1909.67,0.01,0.0001,113082,0.022404005751013756,,
272,1476,-16.52,464345,1706,1920.94,0.01,0.0001,113586,0.026291677728295326,,
272,1480,-16.46,466546,1714,1935.52,0.01,0.0001,114136,0.02763480506837368,,
272,1484,-16.43,468543,1721,1940.51,0.01,0.0001,114635,0.009579611010849476,,
272,1488,-16.37,470553,1729,1949.46,0.01,0.0001,115138,0.011090670712292194,,
272,1492,-16.37,472428,1736,1946.56,0.01,0.0001,115606,0.019511273130774498,,
271,1496,-16.31,474477,1744,1952.68,0.01,0.0001,116119,0.004891348537057638,,
271,1500,-16.35,476577,1753,1957.02,0.01,0.0001,116644,0.004422030411660671,,
271,1504,-16.32,478607,1761,1965.21,0.01,0.0001,117151,0.020843517035245895,,
271,1508,-16.23,480888,1770,1981.33,0.01,0.0001,117721,0.018419701606035233,,
271,1512,-16.3,482964,1778,1986.26,0.01,0.0001,118240,0.018901757895946503,,
271,1516,-16.23,485149,1786,2001.96,0.01,0.0001,118787,0.010523905977606773,,
271,1520,-16.11,487307,1795,2022.64,0.01,0.0001,119326,0.013740777969360352,,
271,1524,-16.17,489139,1802,2015.74,0.01,0.0001,119784,0.021926067769527435,,
271,1528,-16.06,491412,1811,2029.03,0.01,0.0001,120352,0.007302360609173775,,
271,1532,-16.03,493471,1819,2037.24,0.01,0.0001,120867,0.017362207174301147,,
271,1536,-16.08,495346,1826,2032.14,0.01,0.0001,121336,0.014626497402787209,,
271,1540,-16.05,497225,1833,2041.71,0.01,0.0001,121806,0.008545810356736183,,
271,1544,-16.01,499374,1841,2054.49,0.01,0.0001,122343,0.012450571171939373,,
,,,500000,,,0.01,0.0001,122499,0.012195230461657047,2262.5,-15.25
266,1548,-15.85,501633,1879,2080.97,0.01,0.0001,122908,0.01178908534348011,,
266,1552,-15.79,503628,1887,2086.78,0.01,0.0001,123406,0.0058584329672157764,,
266,1556,-15.77,505678,1894,2095.27,0.01,0.0001,123919,0.013923696242272854,,
266,1560,-15.84,507470,1902,2081.66,0.01,0.0001,124367,0.01631934568285942,,
266,1564,-15.83,509689,1910,2082.73,0.01,0.0001,124922,0.011813471093773842,,
266,1568,-15.97,511543,1917,2071.96,0.01,0.0001,125385,0.01625993102788925,,
266,1572,-15.96,513555,1925,2071.09,0.01,0.0001,125888,0.03863343596458435,,
266,1576,-15.99,515596,1933,2072.26,0.01,0.0001,126398,0.008106614463031292,,
266,1580,-15.97,517742,1941,2070.2,0.01,0.0001,126935,0.006639822386205196,,
266,1584,-15.96,519730,1949,2070.05,0.01,0.0001,127432,0.02707553654909134,,
266,1588,-15.92,522058,1958,2082.8,0.01,0.0001,128014,0.015257694758474827,,
266,1592,-15.87,524301,1966,2097.68,0.01,0.0001,128575,0.013446088880300522,,
266,1596,-15.92,526433,1975,2101.02,0.01,0.0001,129108,0.030028831213712692,,
266,1600,-15.84,528692,1983,2107.35,0.01,0.0001,129672,0.008738424628973007,,
266,1604,-15.83,530871,1991,2112.87,0.01,0.0001,130217,0.006041153334081173,,
266,1608,-15.86,533153,2000,2113.0,0.01,0.0001,130788,0.013027658686041832,,
266,1612,-15.87,535198,2007,2111.51,0.01,0.0001,131299,0.012458681128919125,,
266,1616,-15.86,537489,2016,2115.93,0.01,0.0001,131872,0.007322851102799177,,
266,1620,-15.98,539440,2024,2107.39,0.01,0.0001,132359,0.009721389040350914,,
266,1624,-15.93,541368,2032,2111.39,0.01,0.0001,132841,0.005187072325497866,,
266,1628,-16.03,543538,2040,2107.46,0.01,0.0001,133384,0.018611576408147812,,
266,1632,-16.09,545523,2048,2104.82,0.01,0.0001,133880,0.010066629387438297,,
266,1636,-16.1,547704,2056,2116.96,0.01,0.0001,134425,0.006315676961094141,,
266,1640,-15.94,550152,2066,2139.16,0.01,0.0001,135037,0.016065917909145355,,
266,1644,-15.88,552653,2075,2153.14,0.01,0.0001,135663,0.008704567328095436,,
266,1648,-15.99,554709,2083,2144.97,0.01,0.0001,136177,0.005020985379815102,,
266,1652,-16.08,556765,2091,2147.34,0.01,0.0001,136691,0.015060455538332462,,
266,1656,-16.02,559124,2100,2159.74,0.01,0.0001,137280,0.014907633885741234,,
266,1660,-16.02,561133,2108,2168.5,0.01,0.0001,137783,0.011589194647967815,,
266,1664,-16.01,563322,2116,2167.15,0.01,0.0001,138330,0.007532595656812191,,
266,1668,-15.87,565747,2125,2189.92,0.01,0.0001,138936,0.03562604635953903,,
266,1672,-15.9,567793,2133,2191.66,0.01,0.0001,139448,0.01327132061123848,,
266,1676,-15.92,569988,2141,2198.05,0.01,0.0001,139996,0.040467601269483566,,
266,1680,-15.97,572179,2150,2199.74,0.01,0.0001,140544,0.014341222122311592,,
266,1684,-15.94,574291,2158,2204.27,0.01,0.0001,141072,0.005838813725858927,,
266,1688,-16.01,576322,2166,2192.29,0.01,0.0001,141580,0.008016049861907959,,
265,1692,-16.02,578544,2175,2191.75,0.01,0.0001,142135,0.016582563519477844,,
265,1696,-15.94,580938,2184,2202.37,0.01,0.0001,142734,0.009174766018986702,,
265,1700,-15.97,583140,2193,2199.87,0.01,0.0001,143284,0.022149046882987022,,
265,1704,-16.0,585158,2200,2193.79,0.01,0.0001,143789,0.025895321741700172,,
265,1708,-16.06,587223,2208,2184.94,0.01,0.0001,144305,0.0066262902691960335,,
265,1712,-16.01,589634,2218,2199.86,0.01,0.0001,144908,0.018926167860627174,,
265,1716,-16.1,591702,2226,2190.62,0.01,0.0001,145425,0.010928456671535969,,
265,1720,-16.0,593970,2235,2203.22,0.01,0.0001,145992,0.025810901075601578,,
265,1724,-15.96,596169,2243,2214.0,0.01,0.0001,146542,0.004271509125828743,,
265,1728,-15.89,598326,2251,2213.17,0.01,0.0001,147081,0.048885051161050797,,
,,,600000,,,0.01,0.0001,147499,0.006510754115879536,2263.4,-15.2
262,1732,-15.8,600599,2284,2224.57,0.01,0.0001,147649,0.008180560544133186,,
263,1736,-15.77,602749,2291,2223.64,0.01,0.0001,148187,0.007357717491686344,,
263,1740,-15.94,604724,2298,2205.07,0.01,0.0001,148680,0.027179140597581863,,
263,1744,-15.98,606838,2305,2189.34,0.01,0.0001,149209,0.011416702531278133,,
263,1748,-16.04,608707,2311,2182.32,0.01,0.0001,149676,0.008879991248250008,,
263,1752,-15.96,610906,2318,2188.24,0.01,0.0001,150226,0.00882174726575613,,
263,1756,-15.93,613238,2326,2187.0,0.01,0.0001,150809,0.005830822978168726,,
263,1760,-15.86,615377,2333,2192.48,0.01,0.0001,151344,0.016664419323205948,,
263,1764,-15.81,617744,2343,2199.93,0.01,0.0001,151935,0.009217306971549988,,
263,1768,-15.87,619837,2351,2186.57,0.01,0.0001,152459,0.014267168007791042,,
263,1772,-15.87,621838,2358,2184.48,0.01,0.0001,152959,0.004167990293353796,,
263,1776,-15.83,624169,2367,2189.78,0.01,0.0001,153542,0.015797562897205353,,
263,1780,-15.72,626474,2376,2194.1,0.01,0.0001,154118,0.008640902116894722,,
263,1784,-15.66,628855,2386,2204.93,0.01,0.0001,154713,0.017727702856063843,,
263,1788,-15.57,631075,2395,2212.48,0.01,0.0001,155268,0.012447178363800049,,
263,1792,-15.6,633338,2403,2213.92,0.01,0.0001,155834,0.012155551463365555,,
263,1796,-15.58,635774,2413,2215.73,0.01,0.0001,156443,0.015430841594934464,,
263,1800,-15.58,638042,2422,2218.15,0.01,0.0001,157010,0.01795397512614727,,
263,1804,-15.53,640469,2431,2234.57,0.01,0.0001,157617,0.025987740606069565,,
263,1808,-15.44,642790,2440,2245.25,0.01,0.0001,158197,0.014949637465178967,,
263,1812,-15.37,645429,2451,2254.55,0.01,0.0001,158857,0.015148669481277466,,
263,1816,-15.35,647594,2459,2258.7,0.01,0.0001,159398,0.01232442632317543,,
263,1820,-15.37,649909,2468,2260.65,0.01,0.0001,159977,0.019284246489405632,,
263,1824,-15.43,652316,2477,2268.56,0.01,0.0001,160578,0.021993190050125122,,
263,1828,-15.4,654613,2486,2274.17,0.01,0.0001,161153,0.016848333179950714,,
263,1832,-15.45,656739,2495,2268.11,0.01,0.0001,161684,0.006365892942994833,,
263,1836,-15.38,659436,2505,2289.82,0.01,0.0001,162358,0.01050025038421154,,
263,1840,-15.29,662059,2515,2315.6,0.01,0.0001,163014,0.011216914281249046,,
263,1844,-15.3,664196,2524,2316.73,0.01,0.0001,163548,0.010221149772405624,,
263,1848,-15.27,666243,2532,2323.55,0.01,0.0001,164060,0.018281513825058937,,
263,1852,-15.21,668904,2543,2342.44,0.01,0.0001,164725,0.009569495916366577,,
263,1856,-15.26,670993,2550,2332.96,0.01,0.0001,165248,0.0145025085657835,,
263,1860,-15.23,673222,2559,2336.56,0.01,0.0001,165805,0.008500289171934128,,
262,1864,-15.29,675388,2568,2328.31,0.01,0.0001,166346,0.00750701641663909,,
262,1868,-15.19,678096,2578,2353.15,0.01,0.0001,167023,0.008038781583309174,,
262,1872,-15.01,680872,2589,2384.27,0.01,0.0001,167717,0.025753892958164215,,
262,1876,-14.97,683221,2598,2385.3,0.01,0.0001,168305,0.011218948289752007,,
262,1880,-15.01,685612,2608,2388.83,0.01,0.0001,168902,0.006776331923902035,,
262,1884,-15.11,687810,2616,2381.87,0.01,0.0001,169452,0.024515464901924133,,
262,1888,-15.1,690177,2626,2387.62,0.01,0.0001,170044,0.006997460499405861,,
262,1892,-15.13,692567,2635,2392.54,0.01,0.0001,170641,0.00959093403071165,,
262,1896,-15.07,695033,2644,2393.69,0.01,0.0001,171258,0.014280112460255623,,
262,1900,-15.02,697495,2654,2401.52,0.01,0.0001,171873,0.025758162140846252,,
262,1904,-14.98,699831,2663,2397.76,0.01,0.0001,172457,0.03356610983610153,,
,,,700000,,,0.01,0.0001,172499,0.011663349345326424,2286.25,-15.3
259,1908,-15.06,701889,2700,2387.14,0.01,0.0001,172972,0.013577889651060104,,
259,1912,-15.06,704123,2709,2370.56,0.01,0.0001,173530,0.006200321018695831,,
259,1916,-14.94,706754,2719,2388.6,0.01,0.0001,174188,0.004609204363077879,,
259,1920,-14.96,709120,2728,2390.55,0.01,0.0001,174779,0.031175734475255013,,
259,1924,-15.0,711266,2737,2380.24,0.01,0.0001,175316,0.05504019558429718,,
259,1928,-14.93,713912,2747,2394.62,0.01,0.0001,175977,0.006648424547165632,,
259,1932,-14.89,716210,2756,2401.71,0.01,0.0001,176552,0.019010912626981735,,
259,1936,-14.83,719116,2767,2409.86,0.01,0.0001,177278,0.014215955510735512,,
259,1940,-14.88,721126,2775,2385.14,0.01,0.0001,177781,0.016183771193027496,,
259,1944,-14.83,723394,2783,2390.31,0.01,0.0001,178348,0.008631875738501549,,
259,1948,-14.61,726004,2794,2412.83,0.01,0.0001,179000,0.0181706715375185,,
259,1952,-14.54,728500,2803,2405.69,0.01,0.0001,179624,0.012093989178538322,,
259,1956,-14.48,730840,2813,2415.65,0.01,0.0001,180209,0.021947741508483887,,
259,1960,-14.38,733302,2822,2424.78,0.01,0.0001,180825,0.018620610237121582,,
259,1964,-14.18,736169,2833,2452.97,0.01,0.0001,181542,0.012665100395679474,,
259,1968,-14.25,738607,2843,2441.96,0.01,0.0001,182151,0.012525320053100586,,
259,1972,-14.2,741415,2854,2443.09,0.01,0.0001,182853,0.0156698040664196,,
259,1976,-14.09,744193,2865,2459.99,0.01,0.0001,183548,0.009327423758804798,,
259,1980,-14.16,746312,2873,2449.19,0.01,0.0001,184077,0.01007226575165987,,
259,1984,-14.08,748588,2881,2452.27,0.01,0.0001,184646,0.01407378725707531,,
259,1988,-14.08,750971,2890,2452.86,0.01,0.0001,185242,0.020923536270856857,,
259,1992,-13.96,753471,2900,2457.35,0.01,0.0001,185867,0.010279905050992966,,
259,1996,-13.89,756145,2910,2465.55,0.01,0.0001,186536,0.009158818051218987,,
259,2000,-13.95,758746,2920,2471.3,0.01,0.0001,187186,0.02637377753853798,,
259,2004,-13.86,761357,2930,2482.62,0.01,0.0001,187839,0.01146385446190834,,
259,2008,-13.78,763789,2940,2497.42,0.01,0.0001,188447,0.009548509493470192,,
259,2012,-13.73,766653,2951,2522.81,0.01,0.0001,189163,0.0344134196639061,,
259,2016,-13.73,769099,2961,2515.91,0.01,0.0001,189774,0.019189171493053436,,
259,2020,-13.65,771405,2969,2513.62,0.01,0.0001,190351,0.011081414297223091,,
259,2024,-13.41,774427,2981,2548.74,0.01,0.0001,191106,0.03721028193831444,,
259,2028,-13.33,777320,2993,2558.31,0.01,0.0001,191829,0.017047856003046036,,
259,2032,-13.17,780214,3004,2582.07,0.01,0.0001,192553,0.008493551053106785,,
259,2036,-13.08,783463,3017,2595.79,0.01,0.0001,193365,0.007012076210230589,,
259,2040,-12.85,786538,3028,2638.55,0.01,0.0001,194134,0.024433264508843422,,
259,2044,-12.84,789285,3039,2657.96,0.01,0.0001,194821,0.019725091755390167,,
259,2048,-12.73,792743,3053,2691.97,0.01,0.0001,195685,0.008568059653043747,,
259,2052,-12.72,795609,3064,2706.65,0.01,0.0001,196402,0.0158621147274971,,
259,2056,-12.75,798190,3074,2716.55,0.01,0.0001,197047,0.011437136679887772,,
,,,800000,,,0.01,0.0001,197499,0.007014656439423561,2877.15,-12.9
256,2060,-12.67,801263,3122,2741.03,0.01,0.0001,197815,0.01757453754544258,,
256,2064,-12.74,804193,3135,2743.29,0.01,0.0001,198548,0.016999706625938416,,
256,2068,-12.7,806798,3147,2749.98,0.01,0.0001,199199,0.018988605588674545,,
256,2072,-12.8,809524,3159,2746.87,0.01,0.0001,199880,0.050310924649238586,,
256,2076,-12.87,812202,3172,2743.02,0.01,0.0001,200550,0.016628054901957512,,
256,2080,-12.71,815255,3184,2780.33,0.01,0.0001,201313,0.0043257372453808784,,
256,2084,-12.62,818010,3194,2799.37,0.01,0.0001,202002,0.01807563006877899,,
255,2088,-12.4,821427,3210,2841.01,0.01,0.0001,202856,0.006680420599877834,,
255,2092,-12.42,824238,3222,2853.53,0.01,0.0001,203559,0.015742821618914604,,
255,2096,-12.6,826796,3233,2848.88,0.01,0.0001,204198,0.013681904412806034,,
255,2100,-12.55,829234,3243,2842.68,0.01,0.0001,204808,0.010957205668091774,,
255,2104,-12.58,831982,3256,2847.85,0.01,0.0001,205495,0.01099652424454689,,
255,2108,-12.37,835447,3271,2889.21,0.01,0.0001,206361,0.039804860949516296,,
255,2112,-12.38,838375,3283,2891.38,0.01,0.0001,207093,0.017616527155041695,,
255,2116,-12.39,841336,3296,2912.19,0.01,0.0001,207833,0.00688483752310276,,
255,2120,-12.3,844157,3307,2932.61,0.01,0.0001,208539,0.01452196016907692,,
255,2124,-12.27,847278,3321,2936.61,0.01,0.0001,209319,0.003381670918315649,,
254,2128,-12.25,850441,3335,2947.5,0.01,0.0001,210110,0.013979927636682987,,
254,2132,-12.29,853042,3346,2935.88,0.01,0.0001,210760,0.00897054560482502,,
254,2136,-12.32,855976,3360,2923.22,0.01,0.0001,211493,0.009510010480880737,,
254,2140,-12.59,857997,3369,2881.0,0.01,0.0001,211999,0.012904524803161621,,
254,2144,-12.49,861043,3382,2892.82,0.01,0.0001,212760,0.02309281751513481,,
254,2148,-12.49,864301,3396,2884.68,0.01,0.0001,213575,0.008241787552833557,,
254,2152,-12.51,867025,3408,2879.1,0.01,0.0001,214256,0.026065418496727943,,
254,2156,-12.35,870082,3421,2897.8,0.01,0.0001,215020,0.01809954270720482,,
254,2160,-12.27,873229,3433,2900.87,0.01,0.0001,215807,0.02154770866036415,,
254,2164,-12.22,876309,3445,2906.88,0.01,0.0001,216577,0.008529769256711006,,
254,2168,-12.27,878700,3453,2898.26,0.01,0.0001,217174,0.017428137362003326,,
254,2172,-12.23,881440,3464,2898.99,0.01,0.0001,217859,0.01729312166571617,,
254,2176,-12.14,884204,3476,2902.41,0.01,0.0001,218550,0.010227102786302567,,
254,2180,-12.22,886644,3485,2878.03,0.01,0.0001,219160,0.007369204889982939,,
254,2184,-12.13,889747,3498,2892.07,0.01,0.0001,219936,0.02029387652873993,,
254,2188,-12.32,892223,3508,2854.58,0.01,0.0001,220555,0.013724364340305328,,
254,2192,-12.25,895230,3521,2862.17,0.01,0.0001,221307,0.018700573593378067,,
254,2196,-12.15,897909,3533,2866.93,0.01,0.0001,221977,0.00917394831776619,,
,,,900000,,,0.01,0.0001,222499,0.0055436547845602036,2854.85,-12.5
251,2200,-11.94,901088,3581,2896.36,0.01,0.0001,222771,0.009210695512592793,,
251,2204,-11.99,903653,3592,2889.07,0.01,0.0001,223413,0.03217440843582153,,
251,2208,-12.16,906327,3604,2857.18,0.01,0.0001,224081,0.010253146290779114,,
251,2212,-12.1,909252,3616,2857.3,0.01,0.0001,224812,0.014089837670326233,,
251,2216,-11.98,912144,3627,2854.13,0.01,0.0001,225535,0.00821597408503294,,
251,2220,-12.04,914775,3639,2846.63,0.01,0.0001,226193,0.007180559448897839,,
251,2224,-12.14,917747,3652,2840.43,0.01,0.0001,226936,0.00818895548582077,,
251,2228,-12.27,920629,3665,2828.98,0.01,0.0001,227657,0.007223138585686684,,
251,2232,-12.31,923276,3676,2830.84,0.01,0.0001,228318,0.0234297476708889,,
250,2236,-12.26,926589,3692,2846.17,0.01,0.0001,229147,0.017542768269777298,,
250,2240,-11.95,929801,3705,2893.94,0.01,0.0001,229950,0.004507127217948437,,
250,2244,-11.7,933407,3721,2916.66,0.01,0.0001,230851,0.013030992820858955,,
250,2248,-11.8,936620,3734,2914.73,0.01,0.0001,231654,0.01559442188590765,,
250,2252,-11.74,939661,3747,2927.49,0.01,0.0001,232415,0.008767491206526756,,
250,2256,-11.73,942914,3761,2935.27,0.01,0.0001,233228,0.029619663953781128,,
250,2260,-11.85,945971,3772,2931.79,0.01,0.0001,233992,0.007160636596381664,,
250,2264,-11.8,949283,3785,2941.72,0.01,0.0001,234820,0.017344404011964798,,
250,2268,-11.63,952194,3798,2962.63,0.01,0.0001,235548,0.01705222576856613,,
250,2272,-11.5,955334,3811,2978.53,0.01,0.0001,236333,0.00735900504514575,,
250,2276,-11.55,958116,3823,2979.42,0.01,0.0001,237028,0.02089373953640461,,
250,2280,-11.49,960950,3834,2995.23,0.01,0.0001,237737,0.029613599181175232,,
250,2284,-11.5,964185,3848,3000.52,0.01,0.0001,238546,0.009853130206465721,,
250,2288,-11.46,967115,3860,3018.33,0.01,0.0001,239278,0.01998283714056015,,
250,2292,-11.51,970158,3874,3019.76,0.01,0.0001,240039,0.005409263540059328,,
250,2296,-11.47,972865,3884,3020.71,0.01,0.0001,240716,0.014161715283989906,,
250,2300,-11.55,975746,3897,3008.88,0.01,0.0001,241436,0.009875640273094177,,
250,2304,-11.49,978379,3909,3011.67,0.01,0.0001,242094,0.006991899106651545,,
250,2308,-11.38,981574,3922,3032.65,0.01,0.0001,242893,0.007419951260089874,,
